perc_individual_income, rank_primary_health_occasions, registered_mental_health, erp_2010_perc_25_44, erp_2010_perc_0_14, perc_low_english, new_settler, perc_membership_groups, perc_parents_schools, new_dwellings, erp_2010_perc_15_24, perc_population_good_facilities_services, erp_2010_perc_65_84, perc_multiculturalism, erp_2010__perc_85, lga_code, number_of_schools, erp_2010_perc_45_64, perc_pop_higher_education, perc_persons_overweight_obese
0.419874249683843,76.0,9.41461595824012,0.422559864114674,0.0594601872566078,0.0471859478306635,1312.246250725,0.6518,0.3987,65.1773137791035,0.322675863783246,0.8574,0.0476012925677355,0.9081,0.00828569061231254,24600,21.0,0.139417101665424,0.732963621567859,0.347425
0.488681412322626,36.0,9.87861419817805,0.238274970294262,0.195545304163463,0.00356774535217549,51.2569604622446,0.6395,0.5053,16.6119149134456,0.135621257659421,0.808,0.138323897392885,0.5736,0.0186854919503273,20830,38.0,0.273549078539643,0.287300864815658,0.512713
0.435298969072165,31.0,19.2687747035573,0.279808959156785,0.208525472112429,0.00460442398033787,123.517786561265,0.546,0.3882,8.56389986824769,0.159008563899868,0.913,0.100021958717611,0.7097,0.0143006148440931,27170,17.0,0.238334431269214,0.261575466025256,0.551717
0.459797829917463,26.0,17.1932220222208,0.218484265408727,0.192849605859351,0.00225861095426313,24.8277574328099,0.7025,0.7228,6.14486996462045,0.113711129042269,0.7904,0.140959592824778,0.6852,0.0178139159580411,23350,18.0,0.316181490906834,0.334781709083385,0.510488
0.428829199214289,37.0,9.68217048024531,0.285724633598661,0.172041626089546,0.0238248259755777,327.568028716529,0.5851,0.5749,4.07246738404333,0.135502096596351,0.9169,0.129063412985215,0.8025,0.0241450635417589,20660,44.0,0.253523167188468,0.48555182699478,0.496025
0.372778029532221,79.0,7.03805742535706,0.272437126490351,0.17177461697747,0.0284661277514203,564.578453987151,0.733,0.5281,4.90245240609532,0.162730742683193,0.9506,0.111889184517454,0.847,0.0275327862566148,21110,59.0,0.253635543074917,0.694993998446657,0.321365
0.535936377375319,42.0,10.4759591522077,0.29768303887299,0.190167171807842,0.134651867818809,694.34910711457,0.4703,0.5161,4.87892452451607,0.153712523628991,0.7771,0.100809985954611,0.8144,0.0113366352317489,21180,59.0,0.246290644503818,0.345092991488915,0.521993
0.628702812533419,61.0,18.2227047146402,0.196417493796526,0.170750620347395,0.00200033338889815,23.2630272952854,0.6289,0.5258,6.04838709677419,0.105536600496278,0.7795,0.211073200992556,0.5524,0.0301643920595534,21670,8.0,0.286057692307692,0.200493305144468,0.505622
0.499979207385537,40.0,12.1936530654178,0.34526247174771,0.160699735721523,0.0914932475453236,621.373256151737,0.5588,0.6162,7.00727651464159,0.133124083350456,0.8985,0.125996358200072,0.8283,0.0219925038437285,21890,42.0,0.212924847136511,0.552051763121182,0.456807
0.555984941866276,6.0,14.8660250327595,0.205639148705436,0.170394469296462,0.00291697051776227,90.3709728435227,0.6719,0.5006,9.82784329673309,0.111698522434594,0.757,0.194094256924676,0.5646,0.0247390538159143,22110,37.0,0.293434548822918,0.251427535575093,0.592076
0.451244813278008,67.0,13.0459444129325,0.28400607073324,0.1902086431298,0.0111302063182141,177.829559565237,0.5003,0.5258,9.48935322162775,0.145084392390121,0.8984,0.115527893179623,0.7483,0.0173690423265012,22170,42.0,0.247803958240714,0.25999112557314,0.496747
0.497239575766381,72.0,18.6578624078624,0.254376535626536,0.192279637592138,0.00269331790054757,126.689189189189,0.5653,0.5654,9.45370085995086,0.150145884520885,0.755,0.128291999385749,0.57,0.0208077395577396,22620,51.0,0.254098203316953,0.32312493196415,0.568754
0.40535064147018,55.0,7.74805390960846,0.312006215870803,0.173543336818868,0.0369572337234758,716.713140467062,0.5993,0.5944,6.94928546531893,0.128739688625537,0.9467,0.117310038340885,0.9011,0.0307598466364587,22310,40.0,0.237640873707447,0.605264713415956,0.436999
0.553536151718688,46.0,10.6309271207725,0.289438357943966,0.187488272059354,0.169488492574068,1298.3732444175,0.4872,0.3896,5.99027122215967,0.144719178971983,0.7765,0.123356284011028,0.7813,0.0172346598536353,22670,42.0,0.237763247160034,0.337755174621239,0.451241
0.475918790752816,15.0,17.3048077682166,0.259082655719586,0.208652403884108,0.0241712961259703,333.149127654535,0.5564,0.4464,6.20509986579301,0.14236993763322,0.8237,0.122286255624852,0.7044,0.0185205652482829,22830,43.0,0.24908818188995,0.297256207920075,0.533413
0.550853242320819,20.0,13.1561373046614,0.216241485241085,0.175971684252705,0.00480769230769231,113.530118872713,0.641,0.5674,7.34606651529317,0.100507546413784,0.641,0.159543208227594,0.7038,0.0226392413516762,22910,15.0,0.325096834513156,0.357914513856271,0.469412
0.415685066851438,60.0,9.63767699411776,0.34346918051005,0.241267651510797,0.0312788267851428,629.099525460967,0.5333,0.3763,30.726881390789,0.146538675250522,0.8462,0.0523589635505483,0.7902,0.00572257030267032,27260,38.0,0.210642958875413,0.318634333120613,0.5252
0.497851031110761,48.0,12.7328542524245,0.296251075606409,0.228493685899672,0.0750841992117521,431.405381520501,0.4991,0.45,10.0816298053443,0.158986255494314,0.7782,0.0805658271122584,0.7212,0.00716295727807623,23270,56.0,0.22854019860927,0.275167785234899,0.534582
0.457459451316472,50.0,10.777599854633,0.301579730389652,0.184888646610564,0.0568414770220827,492.884967008506,0.5717,0.5945,6.92764584965873,0.129581047778043,0.8816,0.120132193110967,0.7831,0.0182049447491851,23110,28.0,0.245613437361589,0.428115789898664,0.564967
0.437516674406885,62.0,8.17039575354431,0.296398575556004,0.1726332056709,0.041810974990032,389.034468857085,0.6094,0.488,7.16253443526171,0.123940065846939,0.895,0.132231404958678,0.8039,0.0240408519787677,23430,44.0,0.250755895988712,0.400741661855487,0.457917
0.43581616481775,34.0,7.25938944714018,0.267795055973713,0.198563405035724,0.0032783723845338,72.5938944714018,0.7037,0.697,18.7215833110457,0.114660145951935,0.7347,0.117258243227754,0.679,0.0177664004890536,26490,9.0,0.28395674932182,0.405913645923543,0.437246
0.495538257072337,29.0,8.02809834420472,0.204967385850477,0.173858504766683,0.00206155205418937,62.7195183140993,0.7372,0.3845,9.7842448569995,0.129954841946814,0.7561,0.148018063221274,0.6397,0.0171851480180632,24250,7.0,0.326016056196688,0.287275907302143,0.464291
0.438724590885742,45.0,8.95767381873608,0.241013014421386,0.215101418689178,0.00339664683024918,60.9684605463712,0.647,0.519,9.82530191112674,0.122359010434987,0.7923,0.10986047602298,0.6271,0.0131316684253723,24130,28.0,0.298534412006097,0.35831694848604,0.534379
0.528112165415664,56.0,19.7762684778266,0.203355972832601,0.154015181781862,0.00392288724501233,49.9400719137036,0.7195,0.6322,6.79184978026368,0.0936875749101079,0.6122,0.207051538154215,0.5384,0.0316620055932881,26430,8.0,0.310227726727926,0.270634920634921,0.575031
0.484388579180533,58.0,11.7016022827041,0.387373792800702,0.164357440737489,0.119103470712121,853.270412642669,0.527,0.5812,10.9745390693591,0.137264047410009,0.7773,0.0902518656716418,0.832,0.0176004170324846,24330,22.0,0.203152436347673,0.552003816793893,0.442241
0.471102476930549,75.0,6.5887939862485,0.279672079493152,0.148222544816178,0.0622680331818359,953.152605696409,0.6724,0.4848,11.1069849093549,0.167448769454104,0.9165,0.146140688475519,0.8281,0.0211505350933459,24970,55.0,0.237365382667702,0.550419559020116,0.439812
0.543925382653061,63.0,17.6429075511644,0.211877748222138,0.168666196189132,0.00176067408665032,86.8573910211172,0.697,0.5268,5.91715976331361,0.106454589870257,0.7501,0.164106183160523,0.7166,0.0281200803430867,25430,17.0,0.320775202214864,0.373911397198031,0.496821
0.384946583164487,54.0,5.85815779633554,0.251215256138602,0.203555403215755,0.00562796719896418,99.7133241929453,0.6519,0.8049,4.14433503676929,0.158435124018447,0.8417,0.0759223482487847,0.7562,0.00824192945282313,25710,27.0,0.302629938925589,0.438323090430202,0.414456
0.299346907414522,41.0,12.3269252481294,0.471994991224379,0.102608053043755,0.0347566228731424,685.627482577056,0.6295,0.6595,20.2506440587505,0.107154953863839,0.926,0.0884644202444857,0.8747,0.0144926048712396,25900,17.0,0.215284976752302,0.667994296110537,0.377564
0.331351225611352,53.0,7.39404689539716,0.363115464718837,0.128369423324132,0.0331890682746547,597.901366204622,0.6721,0.4971,21.3849388645853,0.145020976372931,0.9628,0.119151777261811,0.8548,0.0226305667108449,26350,23.0,0.221711791611444,0.690737759257505,0.39511
0.499044238121245,23.0,16.193603526607,0.255364131168189,0.20179029283433,0.0213408393039918,413.836534568845,0.6514,0.5322,3.86847195357834,0.13571139399937,0.6788,0.13409203364671,0.6345,0.0237956007377086,26610,17.0,0.249246547613693,0.259382633799689,0.587611
0.514243666561547,44.0,12.0374657217137,0.212828092168525,0.183233021118986,0.00421308486935386,46.2979450835144,0.689,0.6649,10.6485273692083,0.11161366145518,0.7054,0.168203995868799,0.6761,0.0207984614836711,26170,22.0,0.30332276790484,0.26571702506506,0.465445
0.470790378006873,13.0,11.7682558841279,0.172601086300543,0.13850331925166,0.00418848167539267,60.3500301750151,0.7314,0.4523,10.5612552806276,0.0684972842486421,0.8055,0.267652383826192,0.7107,0.0633675316837658,26080,3.0,0.289378394689197,0.473861720067454,0.358023
0.481129083412623,69.0,29.4793939036613,0.256824479688698,0.19895642945581,0.00315187228065367,88.438181710984,0.667,0.5957,7.25193090030069,0.155238488296681,0.9363,0.125611697423501,0.7102,0.0202523436118153,26730,15.0,0.243116561523495,0.320175438596491,0.532512
0.49474011619511,51.0,10.3988705008607,0.316498294791539,0.206481726225397,0.088735512654937,472.558715259198,0.4955,0.3562,24.5240566554705,0.146409391862707,0.8628,0.0906758298788625,0.7933,0.00752999426224752,27070,44.0,0.232404762979247,0.299124193335967,0.550786
0.503262518968134,21.0,11.7230587692071,0.229561603776005,0.198573737270092,0.00348820586132952,69.2609599055999,0.6677,0.5867,3.8734833132391,0.120360156991509,0.8067,0.157889336377395,0.5545,0.022856116768848,21370,26.0,0.270759048816151,0.2421926910299,0.579708
0.361350416022384,27.0,13.3140558209706,0.463615790797083,0.112522001508675,0.0812203867332565,466.431983907468,0.5987,0.567,19.6630626100075,0.127759617802364,0.9019,0.0839200402313302,0.9012,0.0127483027407594,27350,28.0,0.199434246919789,0.727225625552406,0.424995
0.373549132947977,66.0,6.84600598254577,0.246116998858999,0.191626491781709,0.0156538741252071,285.764213685844,0.6666,0.5727,6.51706875815919,0.122919729037961,0.9453,0.129220932742617,0.7968,0.0333974075635003,20910,28.0,0.276718440015213,0.597869101978691,0.408612
0.436290607790633,49.0,6.45134891841021,0.293747783627486,0.234553588477591,0.00511705257771524,136.39215472326,0.6058,0.4901,25.9963446902534,0.14149322130991,0.7109,0.0881229711666985,0.6358,0.0109113723778608,21450,31.0,0.231171063040454,0.256553846153846,0.531636
0.417399352151782,77.0,8.70741950536631,0.349006066262249,0.240615958936071,0.0312944714442983,255.716285580961,0.5162,0.5026,18.2547830144657,0.136630891273915,0.8178,0.0549603359776015,0.7379,0.00634624358376108,24650,29.0,0.212440503966402,0.293002984508977,0.581687
0.487073791348601,25.0,17.0364226968001,0.236332849540397,0.186087497408252,0.00876163654854103,55.2906213283572,0.7165,0.3902,5.21805238786371,0.118563826110996,0.8558,0.156956251295874,0.7736,0.0259174787476674,26700,24.0,0.276142096896814,0.290590405904059,0.575253
0.523364485981308,64.0,16.4775376962537,0.208689569407741,0.174257733561324,0.0139251523063534,93.2690812995492,0.66,0.5151,6.76200839421732,0.0935799782372144,0.7771,0.182496502409451,0.7764,0.0281361728586973,20110,11.0,0.312840043525571,0.292140921409214,0.559862
0.507621201691415,7.0,22.5285104596656,0.20366613027356,0.178059189813195,0.0026697177726926,76.9607500174911,0.644,0.4339,5.66710977401525,0.120478555936472,0.859,0.162527111173302,0.64,0.0330231581893234,21010,13.0,0.302245854614147,0.273594909862142,0.539362
0.516124581795606,71.0,13.6665902315983,0.236986929603302,0.185576702591149,0.00324975560780998,71.0846136207292,0.6454,0.6072,6.92501719789039,0.124696170603073,0.7612,0.142490254528778,0.6402,0.0202247191011236,26810,37.0,0.290025223572575,0.248956110234759,0.551327
0.442501614425513,73.0,10.354242757349,0.309457111449949,0.161315201588596,0.0617787504974135,642.707705400518,0.6128,0.4797,10.9038686571398,0.136582036098011,0.9337,0.132530761320521,0.8016,0.0226321761639658,25060,38.0,0.237482713378958,0.520117974943854,0.449779
0.525301013627437,12.0,13.7896616936331,0.250472788400925,0.191860159697415,0.00830476995787217,93.2443790712335,0.627,0.4283,5.05620928766548,0.147260453876865,0.7974,0.128388316873293,0.696,0.018819604959025,23810,38.0,0.263198676192477,0.235122154938401,0.536523
0.469719825418854,59.0,9.58479212982068,0.227412505491287,0.179521825370412,0.00548005260850504,109.825743154195,0.6672,0.4302,10.0640317363117,0.123191203290779,0.8536,0.177205500605706,0.71,0.027110318294972,25340,50.0,0.265558646946844,0.311627583971851,0.467064
0.553912067734367,24.0,12.0746432491767,0.222186349841803,0.160328017046555,0.00423985463355542,100.083941370181,0.6901,0.5546,19.2742299993543,0.101343061922903,0.6713,0.202169561567767,0.6329,0.0253438367663201,20740,12.0,0.288629172854652,0.267306196525797,0.51105
0.47063335524874,70.0,11.2563797804656,0.263685940012585,0.210340488009509,0.00402455384365218,76.9069425994547,0.5683,0.4067,12.7945186324547,0.128609382646997,0.6749,0.107355100328602,0.6323,0.0139481227714465,25150,20.0,0.276060966230861,0.291903114186851,0.531475
0.494801360850327,43.0,12.6233709580675,0.260592180598724,0.183311521893233,0.0161800691924732,189.48688587164,0.6516,0.439,8.633695039715,0.140388425395787,0.8571,0.139515967791773,0.7138,0.023242815856917,22750,82.0,0.252949088463566,0.329529220239875,0.541472
0.51408021455565,10.0,21.1209047064693,0.233327789788791,0.171794445368369,0.00291326003195188,124.729752203559,0.6248,0.511,3.49243306169965,0.109346416098453,0.8208,0.167054714784633,0.5995,0.0237818060868119,20260,13.0,0.294694827872942,0.24956124956125,0.591836
0.533837130611324,4.0,16.8886001948685,0.220688535238714,0.173595323156869,0.00355655794587092,81.1951932445599,0.6407,0.5415,2.59824618382592,0.115215979214031,0.7677,0.166287755764859,0.5806,0.0275251705099058,25810,13.0,0.296687236115622,0.242642026009582,0.530035
0.496462920276608,19.0,15.0368898092552,0.262474374850412,0.189111002424633,0.00464031426466978,144.64551442813,0.6387,0.4699,10.6767120721771,0.163813646627886,0.8339,0.123801991737515,0.6825,0.0201983412593525,20570,47.0,0.240600643100201,0.368235846105724,0.49976
0.478922918100482,39.0,8.85906040268456,0.254765100671141,0.228187919463087,0.00327270438668261,37.5838926174497,0.6128,0.4609,11.6510067114094,0.112053691275168,0.5444,0.095248322147651,0.5868,0.00622818791946309,22490,12.0,0.30351677852349,0.269857859531773,0.491951
0.587209302325581,22.0,11.6984402079723,0.22053726169844,0.161756210283073,0.00273752012882448,0.0,0.6157,0.5884,6.210283073368,0.0984979780473715,0.5223,0.179520508376661,0.4469,0.0280184864240324,25990,9.0,0.311669555170422,0.250779787897692,0.566952
0.462520535085661,32.0,13.1263554388768,0.265038237644105,0.219980595822395,0.00752134435560374,71.3388882547654,0.5561,0.391,18.7478598333524,0.15089601643648,0.7114,0.102043145759616,0.6208,0.0103584065745919,24850,18.0,0.251683597762812,0.240642387455741,0.562992
0.491604288893385,9.0,13.476490188819,0.222213994816735,0.175490559052203,0.00288386593920499,59.2373195112921,0.6383,0.6032,17.5490559052203,0.100999629766753,0.6216,0.164605701592003,0.5999,0.0206590151795631,25620,18.0,0.316031099592743,0.291619606957307,0.568905
0.423671908591084,47.0,8.5988904246578,0.275323732300617,0.182404759326611,0.0239657852716286,257.329757893463,0.5359,0.3205,3.2930565552208,0.154557093447645,0.9343,0.102479665216533,0.7617,0.0148410479181131,23670,47.0,0.27039370179048,0.345468694134225,0.493879
0.439935606729882,35.0,9.24779291335437,0.263332401230376,0.198418088123677,0.00659965554103813,101.199749663777,0.6241,0.5377,4.44746268259231,0.141852754364239,0.8139,0.103836269457649,0.6732,0.0129762047430725,27450,81.0,0.279584282080986,0.300569769232461,0.509186
0.524441305554154,18.0,12.6595201633486,0.220248426067722,0.185706993363961,0.00857527398577197,61.2557427258806,0.7063,0.6411,7.55487493619193,0.117611026033691,0.7943,0.179207078441382,0.6416,0.0267143100221201,24900,23.0,0.270512166071125,0.218084267003314,0.592417
