,lga_code,volunteering_12m,support,perc_population_good_facilities_services,feel_safe,perc_membership_groups,perc_parents_schools,norms,rank,lga_name,volunteering_norm,support_norm,feel_safe_norm,name
50,25150,50.5040322141266,96.0890789944896,0.6749,69.8678376820702,56.830000000000005,0.4067,0.5211796846238389,35.0,SOUTH GIPPSLAND,0.607759021721483,0.47062829130848555,0.4851517408415481,
51,25250,39.9453208596253,94.6766465833342,0.7829999999999999,59.2266549129677,57.31,0.6182,0.1807975147444002,74.0,QUEENSCLIFFE,0.1757407482626251,0.30699286786522917,0.059658928105346315,
52,25340,42.6537068284517,96.3037910960051,0.8536,61.074489607409404,66.72,0.4302,0.30520184034105324,63.0,WARRNAMBOOL,0.28655656572635035,0.4955034678991587,0.13354548739765068,
53,25430,50.784957408828404,95.99567722827021,0.7501,70.5648109612348,69.7,0.5268,0.5306937383719029,32.0,WHITTLESEA,0.6192533048315546,0.4598073575456056,0.5130205527385484,
54,25490,52.1670827803252,97.24906964275249,0.7306,72.12037265358359,66.63,0.5689,0.6186806484142491,17.0,CAMPASPE,0.6758040899274249,0.6050174198923045,0.5752204354230177,
55,25620,51.21022227190121,96.51529767148399,0.6216,72.198355527955,63.83,0.6032,0.578333084615953,26.0,YARRA,0.6366533630147067,0.5200072726590694,0.5783386181740829,
56,25710,45.3511488991386,96.7662924237385,0.8417,63.122761937059,65.19,0.8049,0.3871523909121286,53.0,BAYSIDE,0.39692460468563484,0.5490859260819296,0.21544664196882127,
57,25810,51.444987375323,97.1131987549201,0.7677,72.9397272916051,64.07000000000001,0.5415,0.6145059924724903,18.0,CARDINIA,0.6462589684000111,0.5892762841831092,0.6079827248343506,
58,25900,45.148987240424205,95.86454915765829,0.9259999999999999,66.3079240459852,62.949999999999996,0.6595,0.39202519052379853,51.0,MELTON,0.3886529957908487,0.44461569443280097,0.3428068813477458,
59,25990,49.1764343931483,95.3034021901171,0.5223,70.62813678026392,61.57,0.5884,0.48286557417672343,43.0,WANGARATTA,0.5534392757590858,0.3796047806911736,0.515552666079911,
60,26080,60.0905694637934,100.65839377469601,0.8055,82.7437177441289,73.14,0.4523,1.0,1.0,ALPINE,1.0,1.0,1.0,
61,26170,50.075812720815,96.0995318398234,0.7054,68.5633806406454,68.9,0.6649,0.49835658742254396,40.0,BENALLA,0.5902380724360347,0.47183929139519726,0.43299239843639986,
62,26260,51.7257121470825,97.5271170325828,0.82,70.9066296052518,74.41,0.5626,0.6072212021087325,19.0,WELLINGTON,0.6577450510421856,0.6372302196077655,0.5266883356762465,
63,26350,47.1823947841799,96.9204938078463,0.9628,66.8392187039151,67.21000000000001,0.4971,0.46761773051227934,46.0,MOONEE VALLEY,0.4718515213303361,0.5669507163435565,0.3640509538629455,
64,26430,54.516095972787504,98.4120067512513,0.6122,79.8611215403065,71.95,0.6322,0.7988005960318145,4.0,LATROBE,0.7719158775942991,0.7397479065931953,0.8847380039079491,
65,26490,53.872943427803,97.1930754479104,0.7347,72.6329066998526,70.37,0.6970000000000001,0.6466151374759677,13.0,MORNINGTON PENINSULA,0.7456007674709011,0.5985302891021992,0.5957143558548027,
66,26610,48.93849427892779,95.88948900675501,0.6788,68.8340078507625,65.14,0.5322,0.4783407954558923,44.0,BASS COAST,0.5437037622214111,0.4475050665084638,0.443813557637802,
67,26670,51.441436149938404,97.0231301499131,0.6418,72.2288859890903,70.17999999999999,0.6694,0.6015048565741733,21.0,MOORABOOL,0.6461136671214925,0.5788415092495544,0.579559393351473,
68,26700,51.3780396851076,96.82397809386231,0.8558,69.9140163675116,71.65,0.3902,0.5620956624527987,27.0,GREATER GEELONG,0.6435197491366125,0.5557690204252511,0.4869982177965324,
69,26730,54.9836236159785,98.1385130901757,0.9363,77.6894988420489,66.7,0.5957,0.7656708167441363,7.0,ARARAT,0.7910451518422932,0.7080626728887791,0.7979046255013365,
70,26810,47.7818235031212,95.0541979689922,0.7612,65.4266257278799,64.53999999999999,0.6072,0.3848929821306744,54.0,NORTHERN GRAMPIANS,0.49637763550508124,0.35073356680118495,0.3075677440857571,
71,26890,55.2816086124175,98.6637201161062,0.6377,80.0818975741067,76.79,0.6324,0.8219043681226186,3.0,BALLARAT,0.8032374506329347,0.7689098138951287,0.8935658398397922,
72,26980,43.2071840076504,95.673704159538,0.9078,60.889802416311205,67.63,0.4135,0.2859562749565993,65.0,GOLDEN PLAINS,0.30920253523231306,0.4225056084330792,0.1261606812044056,
73,27070,39.362909198421704,93.88568474343549,0.8628,58.8365399538609,49.55,0.3562,0.13710932044240653,75.0,PYRENEES,0.15191090086290274,0.21535706669198382,0.04405999377233305,
74,27170,54.1933146894627,97.75592338319349,0.9129999999999999,77.72688489940509,54.6,0.3882,0.7406156032193735,9.0,MITCHELL,0.7587090185330968,0.6637382661330221,0.7993995249920012,
75,27260,41.549991213130205,95.05091772768459,0.8462,62.0342351750364,53.33,0.3763,0.2545573523781026,68.0,MURRINDINDI,0.24139714252481562,0.35035353893498267,0.17192137567450955,
76,27350,44.0750721642659,95.4993686197114,0.9019,65.82400970598121,59.870000000000005,0.5670000000000001,0.35682614089361814,56.0,KNOX,0.3447128859169708,0.40230820312332816,0.3234573336405554,
77,27450,43.1252574023594,95.71387930146129,0.8139,61.2394099425803,62.41,0.5377,0.2910501307699352,64.0,YARRA RANGES,0.30585044146065477,0.4271600445027896,0.1401399063463613,
78,27630,52.2786344081243,97.3408532558276,0.6146,74.0974611842412,73.45,0.6517,0.6500981573003507,11.0,MOIRA,0.6803683156198665,0.615650884737827,0.6542752715433584,
