survey,longitud,ID,gender,age,agegrp,postcode,income,alone,children,other,parents,partner,relation,studypt,work,workpt,workvol,lifesat,s1mat,s2hea,s3pro,s4int,s5saf,s6com,s7sec,s8cont,nbhsat,n1tru,n2sop,n3goa,n4env,n5ame,n6sha,austlife,a1eco,a2env,a3soc,a4gov,a5bus,a6nat,happy,content,satisfied,excited,dass01,dass02,dass03,dass04,dass05,dass06,dass07,dass08,dass09,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,le1,le2,le03mat,le03int,le03pro,le03hea,le03saf,le03com,le03sec,le04,pcntrl01,pcntrl02,pcntrl03,scntrl01,scntrl02,scntrl03,rcntrl01,rcntrl02,rcntrl03,ses01,ses02,ses03,ses04,ses05,ses06,ses07,ses08,ses09,ses10,lot01,lot03,lot06,tipi01,tipi02,tipi03,tipi04,tele79,tele80A,tele80B,tele80C,tele81,tele82A,tele82B,tele83,tele84,tele85,tele86,tele87,tele88,tele89,tele90,tele91,tele92,tele93,tele94,tele95,tele96,tele97,tele98,tele99,tele100,tele101,tele102,tele103,tele104,tele105,tele106,tele107,tele108,tele109,tele110,tele111,tele112,tele113,tele114A,tele114B,tele114C,tele114D,tele114E,tele114F,tele114G,tele115A,tele115B,tele115C,tele115D,tele115E,tele115F,tele115G
1006,7001,1,0,64,4,3140,1, , , , ,1,0, ,1, , ,7,6,1,1,7,1,5,3,6,5,2,2,2,3,1,0,8,3,6,1,0,1,1,7,7,7,5,5,5,5,8,5,3,1,2,2,3,5,5,3,1,1,4,0,2,0,0,0,0, , , , , , , , , ,7,7,7,7,8,7,9,9,1,8,0,8,0,7,1,8,1,0,7,7,7,7,0,5,8,8,0,10, , ,7, , ,0,4,1,8,0,1,0,0,0,9,0,1,0,0, , , , , , , , , , , , ,6, , ,5,8,1, ,2, , , , ,1, ,2, , , , 
1006,7003,2,0, , , , , , , , , , , , , , ,8,8,7,8,8,7,9,9,9,7,5,5,5,7,7,6,9,9,8,8,9,8,9,8,7,7,5,6,3,6,2,5,6,1,6,3, ,4,4,2,2,1,5,1,2,0,1,1,1,8, , ,1,1,1, ,1,3,7,6,8,8,5,6,3,5,3,7,4,7,7,3,2,7,5,1,7,6,7,7,6,4,3,4,0,30, ,5,7, , ,1,1,8,9,6,5,6,7,9,10,6,5,6,7,6,8,5,2,5,5, , , , , , ,9,7,5,8,9,1, ,2, ,4,3, ,1, ,2, ,4,3, 
1006,7004,3,1,52,3, , , , , , , , , , , , ,9,9,9,9,9,9,7,9,9,9,8,8,8,9,7,9,9,9,9,9,9,9,9,8,9,8,7,1,4,1,0,1,2,1,0,0,0,2,1,1,5,1,0,1,2,1,0,0,1, , ,1, , , , , ,1,2,10,10,10,10,10,3,8,2,8,2,8,8,8,2,8,2,0,8,9,9,9,7,2,7,8,0,40, , ,7, , ,1,1,7,7,2,2,4,7,9,9,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,9,1,5,2,6,4,3,7,1,5,2,6,4,3,7
1006,7005,4,1,48,3,3127,2, , , , ,1,0, ,0, , ,5,6,7,5,6,8,3,5,7,3,3,2,5,5,6,5,8,7,7,7,7,7,7,6,7,7,8,1,1,4,1,4,4,0,0,0,2,5,2,4,3,1,1,0,3,0,0,0,2,7,1,1, , , , ,1,6,10,8,8,10,10,7,0,0,10,8,7,9,9,3,7,9,3,0,7,3,0,9,8,8,0,3,6,10,30,15,4,5,3,2,2,10,7,8,1,2,6,3,9,1,0,0,0,9,7,9,0,0,0,9,9,9,6,5,6,5,8,8,9,6,3,2,5, ,1,4,6,1,3,4, ,5,2,6
1006,7013,5,1,85,6,2217,2, , ,1, , ,5, ,1, ,1,8,8,9,9,8,8,7,8,8,6,7,7,6,6,6,5,7,7,5,4,6,7,6,7,7,7,3,7,0,2,0,2,5,1,3,4,1,3,6,0,6,0,2,4,4,0,0,0,1, , , , , , , , , ,6,7,7,7,8,5, ,3,5,7,3,6,6,3,7,7, ,5,5,9,8,8,7,2,7,6,3,10,30, ,7, , ,1,1,9,9,8,5,6,7,10,10,10,10,10,10, , , , , , , , , , , , ,10, , ,10,10,2, ,3, , ,2, ,1, ,3, , , , 
1006,7053,6,1,78,6,2213,1, , , , ,1,0, ,1, ,1,9,9,8,8,9,9,10,9,9,9,8,7,8,8,8,8,10,8,9,9,9,8,9,9,9,8,7,3,2,0,0,5,4,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,1,5,1,1, , , ,1, ,1,2,8,5,7,9,5,0,0,5,8,0,8,8,0,1,8,0,0,8,8,8,8,7,0,7,8,4,25, ,3,2,7, ,0,1,8,10,5,5,8,7,10,10,5,5,8,8,8,8,2,2,5,5,0,2,0,0,0,0,10,1,1,8,8,1, ,3,2, ,3, ,1, , ,2, ,1,6
1006,7063,7,1,66,5,3880,1,1, , , , ,4, ,1, , ,9,8,9,9,8,9,9,9,9,9,9,9,8,10,9,9,10,10,9,8,8,8,9,9,9,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, , , , , , , , , ,9,9,10,10,10,9,8,3,6,9,0,9,9,1,0,10,0,0,10,9,9,10,10,0,0,9,4,20, ,5,1,4, ,1,2,9,9,5,2,9,6,5,8,4,2,8,6,2,2,1,0,0,0,7,8,5,2,7,5,9,8,6,9,10, , , , , , , , , , , , , , 
1006,7074,8,0,63,4,3728,2, , , , ,1,0, ,4, , ,4,3,2,3,6,7,4,7,3,5,4,4,4,3,3,3,7,4,3,3,1,2,6,4,3,3,4,5,8,4,3,4,6,5,5,5,6,6,6,6,6,6,7,8,8,8,6,5,2,8,1,1,1,1,1, , ,1,2,4,4,4,4,4,6,6,6,7,8,5,7,7,9,3,3,3,5,5,4,4,3,5,5,2,0,10, , ,7, , ,0,0,4,7,1,1,3,2,5,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,2, ,1, , , , ,2, ,1, , , , 
1006,7095,9,0,80,6, ,.5, , , , ,1,0, ,1, , ,7,5,8,2,2,8,5,8,2,9,10,3,2,5,6,1,7,5,7,9,3,8,9,8,6,5,2,1,1,5,8,5,5,0,5,1,5,1,0,5,5,0,5,1,1,8,5,0,2,8,1,1, ,1,1,1,1,3,5,8,2, ,5,2,5,5,2, ,5,2,7,1,5,7,5,7,5,5,3,5,3,2,8,8,0,30, , , , , ,0,0,2,10,3,0,4,0,10,10,5,0,7,9, , , , , , , , , , , , ,10, , ,10,10, , ,1, , , , , , ,1, , , , 
1006,7101,10,1,71,5,3888,.5, ,1, , , ,5, ,1, ,1,9,9,9,9,9,9,10,10,10,9,9,8,8,8,9,9,10,9,8,9,9,9,9,9,9,9,9,8,8,8,7,0,1,0,4,0,0,4,1,1,4,0,1,0,0,0,0,0,1,9,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,6,9, ,6,9,6,9,9,6,6,9,8,8,9,9,6,9,9,0,6, , ,7, , ,0,3,9,9,9,9,9,9,10,10,10,10,10,10, , , , , , , , , , , , ,10, , ,10,10,2, ,4, , ,1,4,2, ,3, , ,1, 
1006,7106,11,0,50,3,3505,2,1, , , , ,4, ,4, , ,3,4,7,4,8,8,2,7,7,5,8,5,5,7,5,5,7,7,6,4,0,3,4,6,4,4,3,6,6,5,0,1,1,0,1,7,2,0,4,1,0,0,2,0,0,2,0,4,1,9,1,1, ,1,1, , ,1,8,6,7,8,8,4,3,7,3,4,5,9,5,2,6,8,3,1,8,5,7,7,0,0,10,8,6,8,35,1,5,4,2,0,2,7,10,4,0,4,4,7,8,8,7,6,6,0,0,6,0,0,0,3,3,8,8,2,5,8,2,8,7,7,1,4,2,7,5,6,3,1,3,2,7,5,4,6
1006,7109,12,1,49,3,3672,3, , , , ,1,0,1, ,1, ,9,9,9,8,10,10,6,7,9,9,9,7,5,9,2,5,9,7,2,4,4,6,5,9,8,8,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4, ,1,1, , , ,1,6,6,9,9,9,10,9,1,9,1,10,0,8,8,0,0,10,0,0,10,8,8,10,7,1,6,9,6,20,15,10,5,5,10,0,1,10,10,1,1,3,5,9,10,8,8,8,8,10,10,9,9,1,1,9,9,10,10,0,10,9,9,10,10,10,1, , ,4, ,3,1,2, , ,4, , , 
1006,7112,13,1,61,4,3690,1, , ,1, , ,5, ,0,1, ,8,9,9,8,9,8,9,8,8,10,10,9,8,10,10,9,10,8,8,8,8,7,8,8,8,7,2,2,8,2,6,7,7,0,4,1,1,3,3,1,1,0,1,0,0,0,0,0,1,9, ,1, , , , , ,1,5,9,9,1,9,5,0,0,10,9,0,10,10,0,0,10,1,0,10,3,7,9,5,2,2,10,4,10, ,1,7, , ,0,3,10,9,5,5,6,6,10,10,10,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,3,7,4,5,2,2,5,1,7,4,6,3,3,2
1006,7120,14,0,53,3, , , , , , , , , , , , ,4,4,6,2,4,9,5,8,3,5,4,5,5,2,4,5,6,6,2,3,2,5,7,5,4,3,2,7,5,5,0,6,5,1,4,0,0,6, ,0,2,0,3,0,6,0,0,0,0, , , , , , , , , ,5,5,2,1,5,4,4,6,0,0,4,3,3,4,5,1,10,6,1,2,2,4,3,4,10,9,0,1,2,0,7, , ,0,0,1,7,0,2,2,3,6,7,8,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,10,2, ,1, , , , ,1, ,2, , , , 
1006,7124,15,1,56,4,4060,3, , , ,1, ,4, , ,1, ,8,10,7,7,7,2,6,7,8,9,8,4,6,8,9,3,8,8,2,8,3,4,7,7,7,8,6,0,0,0,0,1,1,0,1,1,0,1,1,0,4,0,0,1,1,0,0,0,0, , , , , , , , , ,7,8,9,9,5,6,2,5,3,8,0,8,9,0,0,7,2,1,7,7,7,9,4,2,6,8,3,20,12, ,7, , ,0,4,4,7,1,1,3,3,7,6,1,1,2,3, , , , , , ,0,0,0,0,0,0,10,0,0,7,7,2, ,3, , ,4,2,1, ,3, , , , 
1006,7125,16,1,57,4, , , , , , , , , , , , ,6,9,9,7,4,8,8,7,7,8,8,6,8,7,9,8,9,6,3,6,4,6,8,7,7,7,5,6,0,5,0,6,4,0,2,1,3,3,4, ,1,0,6,0,3,1,1,2,2,8, ,1, , , , ,1,1,4,6,6,4,7,6,3,6,1,7,6,7,7,6,6,6,7,3,6,7,7,8,2,2,6,7,6,10,1,5,0,.5,0,0,4,9,8,1,1,3,6,7,9,4,1,0,6,4,3,0,0,0,2,1,0,1,0,0,3,9,6,6,9,9,1, ,2, ,3, ,4,1, ,2, ,3, ,4
1006,7129,17,1,40,2,3537,1, ,1, , ,1,0,1,0, , ,1,4,0,1,5,5,2,3,1,5,2,2,2,10,1,5,6,1,10,0,0,2,1,2,2,2,5,8,9,9,0,9,6,5,2,6,8,5,7,7,7,2,10,9,7,5,5,6,0, , , , , , , , , ,5,7,8,10,10,9,5,8,6,0,4,6,0,5,10,1,10,2,0,4,4,0,2,1,7,3,0,4, , ,1,18, ,0,0,4,5,0,0,2,0,7,9,2,0,5,5,0,0,0,0,0,0,8,8,5,5,5,5,6,5,7,6,7,1,3,2,6,5,4,7,1,3,2,6,4,5,7
1006,7133,18,1,71,5,3871,1, , , , ,1,0, ,1, , ,8,8,8,0,8,8,8,8,8,9,9,9,9,9,8,8,9,8,8,8,6,8,8,7,8,8,8,1,0,3,1,5,6,0,0,0,3,1,1,1,0,0,4,4,1,3,0,3,2,8, ,1, ,1, , , ,1,6,6,6,6,10,8,9,9,9,9,5,6,7,3,8,8,3,5,8,8,8,8,1,5,5,7,4,12, ,1,7, , ,1,1,8,10,0,0,7,7,10,10,10,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,1, , , , ,1, ,1, , , , , , 
1006,7141,19,1,57,4,3756,3, ,1, , ,1,0, ,2,1, ,8,9,7,6,7,9,6,8,9,9,9,7,5,7,7,8,7,6,6,7,4,6,5,8,7,8,5,5,6,5,1,2,1,1,3,0,0,0,2,5,3,0,0,0,2,4,0,0,2,3, ,1, , , , , ,1,9,7,9,7,9,7,0,5,1,8,0,8,7,0,1,10,0,0,10,5,9,9,5,0,0,8,6,10,2,6,4,2,2,3,3,8,8,5,5,5,7,9,9,9,5,7,6,10,10,3,1,1,1,1,1,6,6,1,1,10,10,6,9,9,2, ,3,4,6,1,5,2, ,3,4,6,1, 
1006,7144,20,0,52,3, , , , , , , , , , , , ,3,3,3,3,5,6,2,5,6,5,5,5,5,5,4,5,6,7,5,5,5,4,6,4,4,4,5,4,0,0,6,6,0,0,0,0,5,6,6,6,4,0,5,4,3,0,0,5,0, , , , , , , , , ,7,7,7,7,7,7,7,7,3,2,8,6,5,6,6,4,6,6,4,3,3,5,2,2,8,6,3,5,5, ,1,3, ,0,0,2,8,5,2,2,2,8,8,8,5,5,5, , , , , , ,1,1,1,1,1,1,8, ,6,8,8,2,3,1, ,5,4, ,2,3,1, ,5,4, 
1006,7177,21,1,74,5,4500,1, , , , ,1,0, ,1, , ,7,7,7,7,7,7,7,7,7,8,8,7,8,7,8,8,8,8,7,7,5,6,6,7,7,7,7,4,3,3,4,5,4,1,4,2,2,3,3,4,3,2,4,3,4,3,2,4,2,6, ,1, , , ,1, , ,6,8,5,5,7,4,2,6,7,7,2,7,8,2,5,8,7,2,7,5,5,7,2,5,7,7,4,14, , ,7, , ,0,0,6,8, , ,4,4,4,6, , , ,4,0,1, , , ,1, , , , , , ,5,1, ,6,7, , , , , , , , , , , , ,1,6
1006,7178,22,0,61,4,4017,2,1, , , , ,5, ,2, , ,9,10,9,9,5,9,5,10,9,5,5,5,5,1,5,5,7,6,1,8,6,4,6,9,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0, , , , , , , , , ,2,8,8,8,10,8,0,9,0,9,0,9,8,0,0,9,1,0,8,9,9,10,4,0,6,10,4,4, ,1,1,3, ,0,0,5,6,5,1,1,1,2,6,2,1,0,0,2,2,0,0,0,0,6,7,1,0,0,0,5,4,6,8,9,1,2,4, ,6,5,3,5,1,3, ,6,2,4
1006,7184,23,1,42,2,4060,5, ,1, , ,1,0, , ,1, ,8,10,8,9,7,9,9,9,8,9,9,9,8,10,9,10,9,9,7,9,9,9,8,8,8,8,5,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,9, , , , , , , , ,9,7,7,8,8,10,0,6,6,9,0,9,9,0,0,9,0,0,8,5,6,6,6,2,2,8,6,25,5,5,4,2,1,0,4,8,8,7,7,8,8,7,8,8,7,8,8,5,6,4,4,4,4,4,4,4,4,4,4,7,6,7,7,7,2, ,5,3, ,2,3,1, , , , ,2,4
1006,7201,24,1,76,6,4157,1, , , , ,1,0, ,1, , ,10,10,6,8,5,7,8,9,8,8,8,8,8,10,10,8,10,7,8,9,9,8,8,9,9,9,2,5,8,0,0,2,3,6,3,0,5,3,3,0,0,0,0,0,2,0,0,0,2,2, , , , , , , , ,7,7,7,7,7,1,1,1,8,8,0,8,8,1,1,4,0,0,5,5,6,7,8,0,0,5,4,20, ,0,1,1, ,0,2,8,6,2,2,7,7,10,10,8,8,8,8,1,1,0,0,0,0,2,2,0,0,0,3,10,5,5,10,6,1, ,3, , ,2,1,3, , , , , , 
1006,7231,25,1,48,3,4017,1, ,1, , , ,3,1,1, , ,6,3,5,6,4,6,4,4,6,6,5,5,5,6,6,5,6,5,4,4,4,4,5,4,4,4,4,6,0,6,0,6,2,2,6,2,0,1,2,1,1,0,1,0,3,0,0,0,2,8,1,1, , , ,1,1,1,6,9,9,9,9,9,0,9,1,6,4,9,9,1,1,9,3,1,9,9,9,9,6,1,9,9,4,6, ,3,1,2, ,0,3,4,4,0,0,3,3,4,6,2,0,2,2,1,1,0,0,0,0,4,4,0,0,0,0,6,1,2,6,6, , , , , , , , , , , , ,2,3
1006,7238,26,1,60,4,4035,2,1, , , , ,2, ,1, , ,6,9,6,2,1,7,5,7,9,3,8,0,0,0,4,2,4,9,4,6,10,5,4,5,6,8,2,3,10,6,2,2,9,2,5,10,10,6,3,7,8,1,4,9,9,7,4,3,1,9,1,1, , , , ,1,1,4,7,8,7,9,6,2,9,3,3,9,9,9,9,9,10,10,10,4,3,3,5,1,9,9,4,4,30, ,0,1,12, ,3,1,4,6,1,8,3,2,9,10,8,6,7,6,1,9,1,1,1,1,10,10,8,8,1,1,10,0,10,7,4, , , , , , , , , , , , ,1,2
1006,7259,27, , , , , , , , , , , , , , , ,8,8,9,6,8,9,6,6,6,6,7,7,5,7,6,4,8,7,6,7,0,4,0,6,6,8,3,0,1,1,0,0,2,0,0,0,0,3,1,1,1,0,0,0,3,0,0,0,1,5,1, , , ,1,1,1,0,5,8,7,4,10,6,1,2,2,7,7,10,8,0,9,10,7,0,7,8,8,8,2,0,7,9,4,5, ,4,3, ,1,0,1,7,10,2,1,6,5,10,10,8,1,8,8,4,4,0,0,0,2,10,10,10,10,8,8,10,6,10,10,10,2, ,1, , , , ,2, ,1, , , , 
1006,7270,28,0,33,1,4005,4, , ,1, , ,2, ,5,1, ,10,9,8,10,8,10,10,10,10,9,10,9,9,10,10,10,9,9,5,8,5,7,9,9,8,9,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7, , ,1,1, , , ,2,8,9,10,9,9,9,0,0,5,10,0,10,10,0,0,10,2,0,10,7,8,9,7,2,5,10,4,10, ,20,0,15, ,3,3,9,10,5,5,6,8,8,7,3,0,0,4,9,9,2,0,0,6,6,7,7,6,0,6,7,8,9,9,9,2,5,4, ,1, ,3,1,4,2, ,3, ,5
1006,7300,29,1,46,3,4123,3, ,1, , ,1,0, ,4,1, ,9,6,7,7,9,7,7,7,8,8,8,8,8,8,7,8,9,8,9,8,7,7,7,8,8,7,7,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,2,0,1,0,0,0,0, , , , , , , , , ,7,7,8,8,9,7,4,6,6,9,6,7,7,3,3,8,3,3,7,7,6,8,4,3,5,9,4, , ,5,1,5, ,1,0,7,9,5,4,5,5,9,9,7,7,7,8,6,6,2,2,2,2,9,9,5,5,5,5,8,8,8,9,10,1,2,3, ,5,4,6,4,2,1, , , ,3
1006,7310,30,1,62,4, , , , , , , , , , , , ,8,8,9,10,10,7,7,6,9,5,7,2,2,9,1,8,10,7,9,6,5,7,8,9,7,8,7,1,5,0,2,0,0,7,4,1, ,1,0,0,1,0,0,0,0,2,1,0,1,10, , , ,1, , , ,3,7,8,5,9,4,9,1,9,7,7,8,8,8,1, , ,1,0,9,8,8,8,10,1,0,8,4,20, ,1,0,1, ,3,2,10,7,2,6,5,5,10,9,0,0,1,0,5,9,1,0,0,0,7,7,2,0,0,0,7,0,2,10,10, , , , , , , , , , , , , , 
1006,7319,31,1,46,3,4575,3, ,1, , ,1,0, ,0, , ,8,8,8,9,8,9,9,8,9,10,9,8,9,7,8,8,10,10,0,2,8,8,4,9,7,8,8,2,5,2,0,3,0,0,5,0,3,2,2,2,1,0,1,1,1,2,3,0,1,7, ,1,1,1, , , ,2,2,10,10,10,10,10,0,10,0,9,8,10,10,0,8,10,6,0,9,10,8,10,10,0,0,8,6,5,20,10,5, ,2,0,0,7,8,10,4,5,9,8,8,10,10,3,8,5,5,10,0,0,0,5,5,10,10,8,8,10,10,10,8,8,2, ,3,5, ,1,4,2, ,3,5, , , 
1006,7323,32,1,39,2,4214,5, ,1, , ,1,0, , , , ,7,7,5,7,9,6,6,8,9,6,6,6,6,4,5,5,6,6,6,6,3,3,3,8,8,8,6,1,0,0,0,1,1,0,0,0,3,3,3,3,0,0,0,1,1,0,0,0,1,8,1, , , , , ,1,0,5,8,8,8,8,8,0,0,0,8,0,8,8,0,0,8,0,0,9,5,5,5,7,0,0,4,6,20,20,6,3,4, ,1,2,9,10,6,3,1,1,10,10,10,3,3,3,10,10,10,3,3,3,8,8,8,3,6,6,9,9,7,10,10, , , , , , , , , , , , ,5,4
1006,7326,33,1,45,2,4220,5.1, ,1, , , ,0, ,0,1, ,8,7,8,8,8,10,10,7,8,10,10,10,10,7,9,10,10,7,7,8,8,8,8,8,8,8,8,0,0,0,0,7,5,0,0,0,0,0,0,0,7,6,0,0,0,9,0,0,2,7,1,1, , , , , ,0,0,8,8,3,7,7,1,10,1,8,2,10,10,1,0,10,0,0,10,8,8,8,7,0,2,10,6,40,15,20,4,15,2,2,4,10,10,1,1,8,8,6,7,2,2,4,4,4,8,0,0,0,0,7,7,6,1,7,8,6,10,10,7,9,2,6,3,5,4,2,5,1,7,3,6,4, , 
1006,7333,34,1,39,2,4272,1, , , , ,1,0, , ,1,1,8,6,6,4,8,8,8,6,5,8,8,7,7,8,8,6,8,6,3,3,0,1,0,8,8,6,8,0,0,2,0,2,4,4,4,7,5,7,4,8,5,1,5,8,6,0,2,5,2, ,1,1,1,1, , ,1,0,8,6,3,8,8,8,2,8,6,7,3,8,8,1,6,8,8,3,5,5,7,8,6,2,1,2,0,20, , ,7, , ,1,3,9,9,3,2,2,8,9,9,4,0,1,1,0,0,0,0,0,0,0,0,0,7,7,9,10,0,0,10,10,1, ,2, , ,3, ,1, ,2, , ,3, 
1006,7334,35,0,59,4,4570,2, , , , ,1,0, ,0, , ,9,9,9,8,9,10,9,9,9,9,8,7,5,7,8,6,10,9,9,9,8,9,9,9,9,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1, , , , ,2,6,6,6,6,6,6,5,5,5,9,1,9,9,0,0,10,0,0,9,9,9,9,8,1,9,9,4,10, ,1,1,1, ,0,3,9,9,7,5,5,8,10,10,9,7,7,9,5,5,5,3,3,3,1,1,1,0,0,1,8,5,1,9,9, , , , , , , , , , , , , , 
1006,7350,36,0,59,4,4655,2, , , , ,1,0, ,4, , ,9,9,7,9,10,7,9,5,4,8,8,8,6,6,4,5,5,3,5,5,0,1,5,6,8,8,5,0,1,0,0,5,4,5,2,5,0,5,1,0,0,0,4,0,5,0,0,0,0, , , , , , , , , ,7,5,8,5,0,5,0,5,0,8,2,5,5,2,0,8,0,0,8,8,8,6,5,2,9,8,0,10, , ,7, , ,0,1,5,9,0,2,6,5,9,9,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,9,1, ,4, ,5,2,3,1, ,4, ,5,2, 
1006,7351,37,0,56,4,4350,1,1, , , , ,2, ,2, ,1,4,4,4,4,4,4,4,4,7,5,5,5,5,7,8,8,8,7,5,5,5,5,4,4,4,4,5,1,0,1,0,6,5,0,5,0,5,5,1,7,5,0,6,5,5,0,0,5,1,6, ,1, ,1, , , ,3,5,10,10,10,7,4,0,8,2,4,1,10,10,0,6,10,5,5,8,4,4,5,4,1,8,9,4,10, ,4,7, , ,0,1,7,2,5,5,5,5,10,10,1,1,5,5,8,5,3,3,1,1, , , , , , ,10,8, ,9,3,1, ,2, ,3,5,4,3, ,1, ,2,4,5
1006,7356,38,1,78,6,4355,.5,1, , , , ,5, ,1, ,1,8,8,8,8,9,7,8,5,8,8,7,7,7,9,4,6,8,4,7,4,0,4,2,8,8,8,5,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9, ,1, ,1, , , ,1,9,9,9,9,10,9,0,9,3,10,0,8,8,0,0,10,0,0,10,8,8,8,9,0,0,8,0,6, , ,7, , ,0,1,7,10,7,0,7,7,10,10,8,0,5,5, , , , , , , , , , , , ,10, , ,10,10, , , , , , , , , , , , ,1, 
1006,7363,39,0,69,5,4802,1, , , , ,1,0, ,1, , ,4,2,9,2,8,7,3,2,1,5,5,2,6,7,3,3,7,4,2,2,2,4,3,7,5,3,1,1,0,2,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0, , , , , , , , , ,4,7,5,6,9,1,1,1,0,7,0,7,3,0,3,8,1,7,7,9,5,8,5,6,3,8,4,10, ,1,1,1, ,1,3,5,10,1,1,3,2,6,8,2,1,3,2,1,4,0,0,0,0,8,8,2,3,3,0,5,1,7,6,9,1, , ,4, ,4,2,1, , ,3, ,2, 
1006,7364,40,1,58,4,4570,2, , , , ,1,0, ,0,1, ,9,9,9,9,9,10,9,9,10,9,8,8,7,9,9,7,9,9,7,9,9,9,8,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , , , , , , , , ,9,9,9,9,9,9,0,0,5,9,0,9,8,0,0,9,0,0,9,9,9,9,8,0,0,9,6,10,30,5,7, , ,0,0,8,9,8,7,8,8,7,7,7,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1, ,2, , ,3, ,2, ,1, , ,3, 
1006,7374,41,0,70,5,4701,1, , , , ,1,0, ,1, ,1,7,8,8,7,7,6,6,6,6,7,7,6,6,7,8,6,8,8,8,8,8,8,7,6,6,7,6,4,4,6,2,5,7,2,4,4,3,3,5,5,6,3,6,3,4,2,2,2,2,6,1,1, ,1, ,1,1,6,5,6,7,7,8,6,1,4,4,7,2,8,8,2,4,7,4,3,6,5,5,5,5,5,8,6,4,30, ,10,7, , ,0,0,4,6,5,3,4,6,7,8,6,3,4,4,2,2,2,2,1,1,0,0,0,0,0,0,7,3,0,7,7, ,1, , ,4,2,3, ,3,1, ,5,2,4
1006,7380,42,1,51,3, , , , , , , , , , , , ,9,9,7,7,10,9,6,4,8,8,7,5,7,8,7,7,8,9,9,9,10,8,9,9,9,7,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8, ,1, , , , , ,1,8,8,8,9,10,9,0,7,3,8,0,9,8,0,0,10,1,0,9,7,7,9,8,1,1,7,0, , , ,7, , ,1,4,6,10,5,6,6,6,10,10,10,10,10,10, , , , , , , , , , , , ,9, , ,8,10, , ,1, , , , , , ,1, , , , 
1006,7391,43,0,58,4, , , , , , , , , , , , ,8,8,9,7,10,7,5,4,8,10,8,6,5,4,8,8,9,8,2,2,2,6,6,8,8,8,7,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8, , , , , ,1, ,5,8,10,10,10,9,9,0,8,3,9,0,8,8,0,0,9,0,0,9,8,8,8,9,0,1,9,6,4,50,1,5,5,10,0,3,5,9,6,3,3,6,3,3,7,0,1,2,1,1,1,0,0,0,8,8,9,1,1,1,5,6,8,8,8,1,2,3,7,4,5,6,1,3,2,7,4,5,6
1006,7392,44,0,44,2,4680,2, , , , ,1,0, ,0, , ,8,6,9,7,10,10,5,7,8,8,8,5,5,8,5,5,8,8,8,8,5,5,8,9,7,7,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7, ,1, , , , , ,1,1,5,8,8,8,9,1,1,1,8,0,8,10,1,0,9,0,0,9,7,8,8,9,0,5,9,3,5,70, ,5,4,7,0,2,9,7,5,2,2,2,8,5,0,2,0,0,0,0,0,0,0,0,8,3,1,2,0,0,5,5,7,8,8, , , , , , , , , , , , ,1, 
1006,7397,45,1,66,5,4400,1, , , , ,1,0, ,1, , ,4,10,2,0,3,4,2,3,1,2,4,0,0,0,0,3,10,4,5,4,0,9,8,3,3,5,0, ,10,6,10,10,10,2,10,10,10,9,7,10,6,8,10,10,10,10,10,10,2,10, ,1,1,1,1,1, ,3,8,6,5,10,10,7,9,10,0,4,10,9,5,0,10,8,8,10,1,10,8,10,1,10,10,0,0,1, , ,0,0, ,0,0,4,8,1,1, ,1,0,8,2,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,1,8,1, , , , , , ,1,2, , ,3,1, 
