survey,longitud,ID,gender,age,agegrp,postcode,income,alone,children,other,parents,partner,relation,studypt,work,workpt,workvol,lifesat,s1mat,s2hea,s3pro,s4int,s5saf,s6com,s7sec,s8cont,nbhsat,n1tru,n2sop,n3goa,n4env,n5ame,n6sha,austlife,a1eco,a2env,a3soc,a4gov,a5bus,a6nat,happy,content,satisfied,excited,dass01,dass02,dass03,dass04,dass05,dass06,dass07,dass08,dass09,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,le1,le2,le03mat,le03int,le03pro,le03hea,le03saf,le03com,le03sec,le04,pcntrl01,pcntrl02,pcntrl03,scntrl01,scntrl02,scntrl03,rcntrl01,rcntrl02,rcntrl03,ses01,ses02,ses03,ses04,ses05,ses06,ses07,ses08,ses09,ses10,lot01,lot03,lot06,tipi01,tipi02,tipi03,tipi04,tele79,tele80A,tele80B,tele80C,tele81,tele82A,tele82B,tele83,tele84,tele85,tele86,tele87,tele88,tele89,tele90,tele91,tele92,tele93,tele94,tele95,tele96,tele97,tele98,tele99,tele100,tele101,tele102,tele103,tele104,tele105,tele106,tele107,tele108,tele109,tele110,tele111,tele112,tele113,tele114A,tele114B,tele114C,tele114D,tele114E,tele114F,tele114G,tele115A,tele115B,tele115C,tele115D,tele115E,tele115F,tele115G
1006,17068,187,0,70,5,6018,1, ,1, , ,1,0, ,3, , ,10,7,9,8,10,8,8,10,5,10,10,7,5,8,9,5,10,7,8,8,5,5,7,10,10,10,7,0,0,0,0,0,2,0,3,0,0,2,2,0,10,0,0,0,0,0,0,0,1,8, , ,1, , , , ,2,5,8,8,8,8,8,9,5,8,10,0,5,8,5,0,5,0,0,10,9,10,9,5,5,5,7,6,10,50,5,7, , ,0,0,5,5,5,5,5,5,10,10,10,5,5,5,10,10,10,5,5,5,0,0,0,0,0,0,5,5,0,5,5,1, ,4, ,2,3, ,2, ,1, ,4,2, 
1006,17086,188,0,41,2,6112,2, ,1, , ,1,0, ,0, , ,7,7,7,7,9,9,9,6,7,8,4,5,4,5,6,5,8,8,8,8,7,7,8,8,7,7,6,2,10,2,0,2,2,0,2,1,0,6,2,6,8,4,1,5,3,0,1,0,0, , , , , , , , , ,3,10,9,10,8,8,0,10,2,8,6,8,9,2,4,9,10,2,5,6,7,7,9,2,7,6,6,20, ,5,0,12, ,0,3,6,8,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,7,9,6,7,8,1,1,7,5,5,1, ,3, ,4,1, ,2, ,3, ,4,1,4
1006,17095,189,1,60,4, , , , , , , , , , , , ,7,10,10,7,10,10,8,8,8,10,8,7,7,5,7,10,10,8,5,8,3,5,6,7,6,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8, , , ,1, , , ,3,10,8,8,8,8,5,5,8,8,5,5,7,7,5,3,3,5,3,5,8,7,8,2,0,2,7,4,40, ,5,1,.75, ,0,1,7,10,5,5,5,7,10,10,10,5,5,5,7,10,5,5,5,5,5,5,8,5,5,5,10,10,8,8,10,1,5,2,7,4,6,3,1,5,2,7,4,6,3
1006,17099,190,0,78,6,6063,2,1, , , , ,5, ,1, , ,9,9,7,7,6,8,7,9,8,7,7,6,6,7,7,4,9,8,7,5,3,5,6,6,7,7,6,6,7,6,3,4,5,1,1,1,4,3,5,6,3,1,4,1,2,4,6,7,0,3, ,1, ,1, , , ,0,7,8,9,8,9,5,1,7,4,9,4,7,6,8,3,8,4,3,9,6,7,6,5,3,5,8,1,5, , ,7, , ,0,0,7,9,5,3,5,7,6,6,2,1,3,5, , , , , , , , , , , , ,2, , ,4,5, , , , , , , , , , , , , , 
1006,17104,191,0,61,4, , , , , , , , , , , , ,9,9,8,9,9,9,9,9,9,8,8,8,8,9,9,5,9,9,5,6,6,7,9,8,8,8,6,1,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , , , , , , , , ,8,9,9,8,8,9,1,5,2,9,1,9,9,0,0,10,0,0,10,8,9,9,7,1,2,6,4,20, ,4,5,1,2,0,0,8,10,6,6,6,6,7,7,8,8,6,8, ,2,2,2,0,0,1,1,5,5,1,1,7,5,5,5,5,1,3,2, ,4, , ,1, ,2, ,3, ,4
1006,17105,192,1,65,4,6152,1,1, , , , ,4, ,1, ,1,9,8,7,8,8,9,9,8,9,9,9,7,9,9,9,5,10,10,9,9,10,9,8,10,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,5,9,10,10,10,10,0,5,5,10,0,10,10,0,0,10,0,0,10,5,5,6,10,0,0,5,0,25, , ,1,2, ,0,0,10,9,5,5,4,6,10,10,9,9,6,5,0,0,0,0,0,0,10,10,7,5,3,1,10,0,10,10,10, , , , , , , , , , , , ,2, 
1006,17106,193,1,67,5,6151,3,1, , , , ,4, ,1, ,1,8,8,7,8,8,9,9,10,8,9,9,9,8,7,9,8,10,9,7,7,9,8,8,8,7,8,6,3,7,2,2,4,6,0,5,6,2,1,5,1,7,0,2,2,4,6,0,3,0, , , , , , , , , ,6,7,8,7,9,7,1,8,3,8,7,8,8,1, ,7,5,0, ,6,6,6,6,6,4,5,4,36, ,4,0,10, ,1,3,7,8,5,5,7,7,8,8,5,5,7,7,8,8,5,5,7,7,8,8,10,5,7,8,9,7,9,7,8, , , , , , , , , , , , , , 
1006,17109,194,1,33,1,6102,1, ,1, , , ,3, ,5, , ,6,6,8,4,8,7,5,6,8,8,8,4,5,7,5,5,8,8,8,7,6,6,5,7,6,5,6,7,0,6,0,10,7,0,7,5,4,6,9,6,5,1,9,6,4,0,2,1,1,9,1,1, , , , ,1,1,7,6,6,6,6,5,6,3,2,4,4,7,7,4,8,6,8,6,6,2,3,4,3,3,5,0,6,20,1,20,4,25,8,4,1,8,7,5,3,3,5,7,7,8,5,5,5,10,10,4,0,2,2,10,1,7,8,5,6,8,10,10,10,10, ,5,3,1,4, ,2,1, ,2, ,3, , 
1006,17128,195,1,58,4,6158,5, , , , ,1,0, ,4,1, ,8,8,8,8,8,6,5,8,7,6,5,5,5,7,6,5,9,8,6,5,6,6,6,7,8,8,5,1,0,0,0,3,3,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0, , , , , , , , , ,10,10,10,10,10,8,0,0,5,10,0,8,8,0,6,9,0,0,8,6,7,8,1,0,8,8,4,40, ,3,0,1, , ,4,9,10,5,5,3,7,10,10,10,10,10,10,10,10,2,2,2,7,3,3,2,2,2,4,10,8,7,10,10,2, ,3, , ,4,3,1, ,2, , , , 
1006,17133,196,1,47,3,6025,3, ,1, , ,1,0, ,0,1, ,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,7,7,7,8,7,7,7,7,7,5,1,1,0,1,3,0,3,3,0,3,3,0,2,2,0,0,1,1,0,0,1, ,1,1,1, , , ,1,0,6,6,6,6,6,7,2,5,7,7,2,7,6,1,5,6,2,0,6,5,5,5,4,5,4,4,6,10,5,5,1,2, ,0,2,9,9,7,4,4,5,10,10,10,5,5,5,8,8,4,2,2,2,5,5,3,2,2,2,6,5,7,10,10,3,7,1,5,4,3,6,2,7,1,5,4,1,5
1006,17135,197,1,46,3,6028,2, ,1,1, ,1,1, ,6, , ,8,8,8,6,9,8,8,8,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,6,6,0,0,0,1,6,0,2,0,0,2,1,1,1,2, ,0,3,1,1,1,1,10, ,1, ,1, , , ,3,8,8,8,8,8,7,1,5,7,8,1,8,8,8,2,8,1,1,8,5,7,6,8,3,4,4,4,12, ,3,0,1,0, , ,9,8,5,5,5,5,10,10,5,5,5,5,10,10,5,5,5,5,10,10,5,5,5,5,10,10,10,10,10,3,6,1,7,4,1,5,4,6,2,7,3, , 
1006,17136,198,1,59,4,6028,2, , , , ,1,0, ,0, , ,7,7,7,8,5,8,8,7,9,10,10,5,9,8,10,10,10,9,9,9,9,9,6,5,5,5,4,2,0,1,0,1,8,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,2,5, , , , ,1, ,1,6,10,9,6,6,9,8,0,8,5,7,0,7,9,0,0,10,5,0,5,1,4,5,0,5,10,8,6,2,4,2,5, ,1,0,2,9,10,0,5,7,7,10,10,10,10,10,7,1,10,0,0,0,0,9,10,5,5,5,5,8,8,8,10,10, , , , , , , , , , , , ,3, 
1006,17144,199,1,60,4,6076,.5,1, , , , ,5, ,1, ,1,8,8,9,7,9,8,9,9,8,10,10,10,8,8,6,7,10,8,8,7,8,7,7,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , ,0,10,10,10,10,10,0,0,0,8,0,10,10,0,0,10,0,0,10,0,8,10,10,0,0,10,0,15, , ,1,2, ,1,3,10,10, ,10,7,10,10, ,10,7,10, , , , , , , ,10,10, , ,10, ,10,0,10,10,10,1,3,2, , ,4, ,1,3,2, , ,4, 
1006,17154,200,1,83,6,6050,.5,1, , , , ,5, ,6, , ,8,8,6,2,8,8,8,8,10,5,5,2,2,2,2,0,9,7,7,7,7,7,7,8,8,7,7,5, , , ,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0, , , , , , , , , ,0,5,5,5,5,4,4,9,5,5,0,5,5,0, ,7,0,0,4,5,6,6,7,3,3,6,4,2, , ,3,4, ,0,0,9,10, , , ,6,8,10, , , , , ,10, , , , ,9,10, , , , ,5,5,8,8,10,1,5,2,7,4,1,6,2,5,3,7,4,5,1
1006,17163,201,1,40,2,6019,2, ,1, , ,1,1, , ,1, ,9,8,9,8,9,9,7,7,7,7,7,7,7,7,7,7,9,9,7,3,0,4,5,8,8,8,8,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0, , , , , , , , , ,8,9,9,9,10,8,1,5,4,8,3,8,8,2,3,9,2,1,9,7,7,9,2,3,9,9,4,7, ,1,5,5,2,0,4,8,9,1,1,6,4,8,8,7,5,2,2,0,5,0,0,0,0,2,6,6,6,2,6,8,8,8,8,8,1,3,2, ,5,4, ,1,3,2, ,5,4, 
1006,17171,202,1,40,2,6430,5.1, ,1, , ,1,0, , ,1, ,7,8,7,7,8,8,8,8,7,8,8,7,8,6,6,5,8,8,7,7,8,8,8,7,7,7,5,5,0,2,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , ,7,7,7,6,8,5,3,8,7,8,1,8,9,9,1,10,1,0,7,7,8,8,7,1,6,7,6,10,2,2,4,4,1,0,2,7,8,5,2,7,7,7,10,5,5,5,5,8,0,0,0,0,0,7,5,5,5,4,8,7,6,6,7,9, , , , , , , , , , , , ,2, 
1006,17177,203,1,38,2, , , , , , , , , , , , ,9,9,7,8,9,9,9,9,9,7,7,7,7,7,7,7,9,8,7,8,6,8,8,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,7,9,9,9,9,9,0,0,0,8,0,8,9,0,0,9,0,0,9,8,9,9,7,1,2,8,4,20, ,10,0,10, ,1,0,8,9,6,6,6,6,9,9,9,7,7,7,6,6,6,6,6,6,9,9,6,6,6,6,10,10,9,10,10, , , , , , , , , , , , , , 
1006,17201,204,1,59,4,5280,.5,1, , , , ,2, ,1, , ,6,7,7,5,5,5,5,5,6,6,6,4,5,5,5,5,8,8,4,8,8,7,6,5,5,5,5,5,0,5,0,5,6,0,0,0,5,0,3,0,5,0,5,5,4,0,0,0,2,8, , , ,1, , , ,3,6,5,4,4,6,6,5,5,2,5,4,6,5,5,4,5,5,5,4,4,4,5,1,6,7,4,0,6, , ,7, , ,0,0,4,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,7,4,5,2,1,6,4,7,2,5,3,1, 
1006,17210,205,1,42,2,5485,2, ,1, , ,1,0, ,4, , ,9,9,10,9,10,10,9,10,9,10,9,8,5,2,4,6,10,9,1,5,5,5,5,8,10,9,8,1,3,0,0,0,3,1,1,0,0,1,0,1,4,0,0,0,2,0,1,0,0, , , , , , , , , ,2,2,2,2,7,7,5,1,5,9,0,5,0,0,0,10,0,0,9,10,0,5,9,2,7,9,4,20, ,0,7, , ,0,4,9,10,0,2,7,5,7,9,7,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,9,9,1,4,5,6,7,2,4,1,3,5,6,7, , 
1006,17220,206,1,52,3,5333,1, , ,1, , ,2, ,1, ,1,8,7,7,7,5,8,8,7,8,10,10,9,9,9,4,9,9,8,7,8,9,8,8,8,6,6,6,5,0,6,0,6,5,0,0,0,5,5,6,6,5,0,1,1,6,0,0,0,0, , , , , , , , , ,6,7,7,9,9,8,1,5,1,9,6,8,9,4,4,7,5,1,9,8,7,9,5,6,9,8,4,20, ,0,1,85, ,2,1,8,8,5,5,7,8,8,8,6,6,7,8,5,5,0,0,1,0,9,8,7,6,7,8,8,8,9,10,10,2,5, ,4, ,2, ,1, , , , ,2,1
1006,17221,207,1,48,3,5374,4, ,1, , ,1,0, , ,1, ,4,8,4,4,4,8,5,9,3,8,9,8,8,5,3,6,9,9,4,8,5,7,9,3,3,3,2,9,9,6,2,8,5,0,5,0,2,1,3,4,5,0,3,4,6,0,0,0,0, , , , , , , , , ,3,5,6,8,8,6,2,8,2,3,5,6,7,4,5,8,8,3,5,5,3,3,2,5,7,7,6,20,50,2,5,1,1,0,2,4,8,8,4,7,5,8,8,7,3,3,7,1,9,1,1,1,1,0,0,0,0,0,0,5,3,6,3,8,1,5,2,6,3,4,7,3,6,1,7,2,4,5
1006,17226,208,1,84,6,5204,2,1, , , , ,5, ,2, , ,8,7,8,6,9,8,8,10,8,8,8,7,7,9,6,5,6,7,5,6,7,5,7,8,8,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , ,6,9,6,6,9,8,0,6,1,5,8,7,5,9,4,5,7,0,6, , , ,0,0,7,8,0,30, , ,7, , ,2,3, ,10,5,4,8,8,8,8,8,8,8,6,4,10,5,0,0,0,0,0,0,0,0,0,10,8,0,10,10, , , , , , , , , , , , , , 
1006,17228,209,0,55,3,5172,5, ,1, , ,1,0,1,0, , ,8,7,7,8,8,8,6,8,7,8,8,6, ,6,8,5,9,8,8,8,6,7,8,8,7,8,8,7,7,2,2,7,3,0,7,1,0,7,7,1,1,1,0,0,3,1,0,0,1,7, ,1,1, , , , ,1,2,6,7,7,7,7,6,5,2,7,0,9,9,0,0,10,0,0,10,6,7,9,7,1,7,8,6,10,20,5,5,5,4,0,4,8,10,6,2,2,2,6,6,8,6,6,6,3,4,0,0,0,0,1,1,8,6,5,7,8,8,8,8,8, , , , , , , , , , , , , , 
1006,17229,210,1,56,4,5223,3, , , , ,1,0, , ,1, ,10,9,9,9,8,9,9,9,9,10,9,8,5,6,4,5,10,9,9,8,7,8,8,9,9,8,5,3,3,4,0,0,1,0,0,0,0,2,2,1,1,0,0,0,3,0,0,0,0, , , , , , , , , ,7,7,6,8,9,8,2,5,3,8,5,8,10,0,5,10,1,0,10,5,7,9,9,0,2,7,4,7, ,1,1,1, ,0,0,8,10,5,0,3,5,7,10,5,0,4,5,0,0,0,0,0,5,5,5,5,0,0,0,6,2,5,10,10, , , , , , , , , , , , ,1,4
1006,17234,211,1,33,1,5118,3, ,1, , ,1,0, ,4, ,1,10,9,9,9,9,8,8,9,9,7,7,3,5,8,5,7,7,8,7,7,9,9,9,8,8,9,7,8,0,1,0,1,1,0,0,0,0,1,1,0,5,0,1,0,1,1,0,0,2,2, , , , , , , , ,6,9,9,10,10,9,0,6,3,9,0,8,8,0,1,9,0,0,9,4,8,8,6,1,0,8,3,20, ,5,1,2, ,1,4,9,8,4,1,8,8,10,10,7,0,7,9,8,6,2,0,2,2,4,1,7,0,0,0,8,5,1,8,8,2,5,1, ,4, ,3,4,5,1, ,3, ,2
1006,17237,212,1,77,6, , , , , , , , , , , , ,10,10,8,8,10,8,10,8,10,10,10,5,5,8,10,5,10,10,6,7,10,8,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,8,1,1,1,1,1,1,1,1,10,10,10,10,10,10,0,0,0,10,0,10,10,0,0,10,0,0,10,10,10,10,10,0,0,10,4,25, ,8,7, , ,0,4,10,10,0,3,10,10,10,10,4,3,6,10,10,10,3,0,5,10, , , , , , ,10,10, ,10,10,2, ,1, ,3,4, ,2, ,1, ,3, ,1
1006,17268,213,1,36,2,5073,3, ,1, , ,1,1, ,4, , ,8,9,7,7,10,10,8,8,8,8,5,2,4,7,8,5,10,8,5,5,4,6,7,7,7,6,5,2,1,0,0,2,2,0,0,0,0,2,2,1,3,0,0,0,2,0,0,0,0, , , , , , , , , ,7,10,8,8,10,10,0,6,7,8,0,9,9,0,0,10,5,0,10,6,10,10,4,0,6,10,0,10, , ,2,1, ,0,0,7,9,1,5,5,7,10,10,10,10,5,10,0,0,0,0,0,0,8,8,2,5,2,10,10,6,10,8,10,2,7,3,6,5,5,3,1,7,2,6,4,3, 
1006,17269,214,0,24,0, , , , , , , , , , , , ,7,8,8,8,6,8,4,8,9,9,7,4,4,4,8,6,8,9,7,8,8,9,8,6,6,5,3,5,0,6,0,8,1,0,0,0,9,0,1,6,0,0,8,5,2,0,0,7,0, , , , , , , , , ,0,8,7,7,7,7,0,6,0,6,1,7,7,0,1,7,0,0,4,6,5,6,4,3,6,7,6,5,20,10,5,4,4,1,3,8,8,7,6,4,5,2,6,0,0,0,0,9,9,8,0,0,0,9,9,9,0,0,0,8,9,9,8,8,1,2,5, ,3, ,4,1,2,5, ,3, ,4
1006,17272,215,0,61,4,5290,5.1, , , , ,1,0, ,0, , ,9,9,9,9,10,9,9,9,9,9,8,8,8,6,6,3,9,9,2,1,1,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1, , , , ,2,2,9,9,9,10,9,0,4,0,9,0,8,8,0,0, ,0,0,9,9,9,8,9,1,8,8,6,8,20,4,4,4,10,1,4,8,10,3,9,3,8,9,9,9,9,9,9,6,6,3,0,0,0,9,9,9,9,9,9,9,2,8,8,8, , , , , , , , , , , , , , 
1006,17274,216,1,64,4,5049,1,1, , , , ,5, ,2,1, ,9,8,9,8,9,8,8,8,9,9,8,8,8,8,9,7,9,7,8,7,6,8,8,9,10,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,9,9,9,9,10,8,1,5,6,10,0,9,9,0,0,10,0,0,10,9,9,9,1,0,9,10,4,15, ,2,7, , ,0,2,9,10,6,7,7,8,9,10,8,6,5,7,2,3,0,0,0,0,0,0,0,0,0,0,10,5,0,9,9,2, ,5,4,3,2, ,1, ,4,5,3,1,3
1006,17284,217,1,26,1,5082,1, , , , ,1,1, , ,1, ,7,5,8,4,10,10,3,7,5,5,5,5,5,2,2,5,7,4,3,2,2,6,5,7,5,7,8,1,4,2,1,7,6,0,0,0,1,7,4,4,1,2,2,4,7,8,3,2,1,7,1,1,1, , , ,1,2,6,7,7,7,2,8,0,7,7,7,6,7,7,4,6,6,1,2,6,7,6,7,8,2,2,6,4, , ,20,3, ,1,0,4,3,5,8,2,2,4,1,1,3,0,0,0,2,4,2,0,0,2,3,1,4,4,0,8,5,5,5,4,6, , , , , ,1, , , , , , ,1,3
1006,17288,218,1,47,3,5155,3, ,1, , ,1,0, ,2,1, ,7,7,2,6,9,4,5,3,4,8,8,10,9,9,6,8,8,7,6,6,2,5,4,7,6,6,4,6,7,4,9,8,5,0,5,8,5,7,7,5,5,2,6,6,3,8,7,6,1,9, , , ,1, , , ,3,10,10,7,6,10,8,0,8,7,4,8,8,7,4,4,6,9,1,2,3,3,3,5,2,2,4,6,2,0,3,3, ,1,0,4,8,7,0,6,5,5,1,1,1,1,1,1,5,5,1,1,1,1,0,0,0,0,0,0,2,2,5,8,8,1, ,2, ,3, ,4,1, ,2, ,3, ,4
1006,17301,219,1,79,6,5167,1, , , , ,1,0, ,1, , ,5,5,5,5,5,5,5,5,5,10,10,5,5,5,10,5,10,10,10,5,5,5,5,5,5,5,5,10,10,10,5,5,0,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0, , , , , , , , , ,5,5,5,5,5,10,0,5,5,5,5,5,5,5,5,5,5,5,5,5, , , ,5,5,5,5,4,10, ,2,0,2, ,2,10,10,0,5,5,5,5,5,0,5,5,5,8,8,0,0,0,0,0,0,0,0,0,8,1,5,10,10,1,2, ,3,4,6,1,5,2, ,3,4,6,3,1
1006,17318,220,1,43,2,5107,3, ,1, , ,1,1, ,4, , ,9,9,8,8,9,9,9,9,9,8,7,7,8,8,9,6,8,8,7,7,8,8,8,7,7,8,5,5,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2,9, ,1, , , , , ,1,5,8,8,8,10,7,1,6,5,8,1,8,7,0,0,7,1,0,7,5,7,7,6,5,5,7,4,50, ,10,1,1, ,0,1,6,8, , , , ,8,8, , , , ,8,8, , , , , , ,8, ,8,8,8,8,8,8,8,1, ,2, , ,3, ,1, ,2, , ,1, 
1006,17321,221,0,43,2,5041,4, ,1, , ,1,0, ,0, ,1,7,7,8,7,7,9,8,8,8,8,8,8,7,8,7,8,9,10,9,10,10,10,9,6,6,6,5,3,6,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,5,1, ,1, , , , ,2,5,8,8,5,6,5,1,8,1,7,1,10,10,1,0,10,0,1,5,6,6,8,3,0,8,8,6,10,20,15,4,7,20,0,2,4,6,6,1,4,3,5,5,8,1,0,2,5,5,8,0,0,1,5,3,10,8,5,5,6,6,9,6,7, , , , , , , , , , , , , , 
1006,17326,222,0,58,4,5034,1,1, , , , ,2, ,1, ,1,7,7,4,6,6,8,7,6,5,6,6,5,5,5,7,5,10,10,8,7,10,8,8,8,9,9,5,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0, , , , , , , , , ,8,5,6,7,6,9,1,1,5,9,0,10,5,1,1,5,3,1,9,5,7,10,8,3,6,4,4,23, ,52,3, ,7,2,0,8,10,6,6,5,6,8,8,5,5,5,5,9,10,5,5,5,5,10,7,5,5,5,5,10,10,10,9,10,1, , , , ,2, ,1, ,3, , ,1, 
1006,17335,223, , , , , , , , , , , , , , , ,8,2,2,7,7,10,9,10,9,9,10,7,9,9,9,10,10,8,3,3,2,3,9,8,8,8,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8, ,1, , , , , ,1,8,9,8,8,8,0,0,2,0,8,1,9,10,0,1,10,0,0,10,9,10,10,10,0,0,10,4,50, ,75,1,7, ,1,1,9,7,6,2,6,4,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,0,9,9,10,10,10,9,9,1,4,2,6,5,7,3,3,4,1,7,5,6,2
1006,17354,224,1,83,6,4225,.5,1, , , , ,4, ,1, , ,6,6,7,6,8,8,6,8,6,6,6,8,6,8,7,8,8,7,7,7,8,6,7,8,8,8,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,2,6,5,7,9,6,1,6,0,7,2,6,1,5,6,4,6,1,5,5,5,5,3,2,6,6,0,4, , ,7, , ,0,0, , , , , , ,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,2, ,3, , ,2, ,1, ,3, , ,1,5
1006,17358,225,0,58,4,4220,1,1, , , , ,2, ,2,1, ,5,7,6,5,4,7,5,7,7,7,7,5,5,7,5,5,7,7,6,7,7,7,6,7,7,7,5,1,1,2,1,1,1,0,2,0,1,2,1,3,1,0,1,1,0,0,0,0,0, , , , , , , , , ,7,8,8,8,8,7,5,7,5,5,1,8,7,5,2,9,5,5,7,2,5,5,5,5,5,5,4,10, ,2,1,1, ,0,1,5,8,3,5,5,5,7,7,5,5,5,4,4,2,3,3,2,1,5,7,8,6,4,7,8,5,8,6,8, , , , , , , , , , , , , , 
1006,17359,226,1,47,3, , , , , , , , , , , , ,7,6,6,7,7,8,6,7,7,8,7,6,5,6,6,3,8,8,7,7,6,6,8,7,6,7,7,2,0,6,0,8,0,0,0,1,8,0,0,0,2,0,0,0,2,0,0,0,0, , , , , , , , , ,3,8,8,9,9,7,1,5,7,7,0,7,8,1,1,9,8,0,8,7,7,8,6,1,3,5,0,30, ,10,0,15, ,1,2,7,7,5,2,2,5,9,9,9,2,2,2,5,7,5,3,3,3,5,5,9,5,5,5,9,4,5,6,6,1,4,2,7,3,6,5,1,4,2,7,3,6,5
1006,17373,227,0,84,6,4221,3, , , , ,1,0, ,2,1, ,10,10,4,7,10,10,10,10,10,8,5,0,0,0,8,0,10,10,6,10,10,10,10,10,8,8,5,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,0,10,10,10,10,0,0,0,0,10,0,9,10,10,0,10,0,0,10,5,10,5,10,0,0,10,4,30, ,2,7, , ,1,0,10,5,0,0,10,5,10,10,10,10,10,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,0,10,10, , , , , , , , , , , , , , 
1006,17379,228,0,59,4, , , , , , , , , , , , ,7,6,7,6,8,5,7, ,8,7,8,5,5,6,5,5,8,4,4,4,2,3,5,9,8,7,5,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1, ,1, , , , , ,1,7,6,7,7,8,6,2,5,5,8,0,8,8,1,1,8,4,1,7,5,8,7,5,2,6,6,4,4, , ,0,3, ,0,0,5,8,5,3,5,5,6,6,3,6, ,5,4,4,4,4,4,4,5,5,3,3,4,4,5,4,5,7,7,1,4,2,7,3,5,6,1,4,2, ,3,5, 
1006,17393,229,0,38,2,4511,2, ,1, , ,1,0, , , ,1,8,8,7,8,8,8,9,9,9,8,9,9,8,7,7,5,9,10,7,9,7,7,6,7,7,7,7,8,5,3,5,2,4,0,5,1,1,7,7,2,1,1,1,0,1,3,0,0,0, , , , , , , , , ,8,5,8,6,10,6,0,5,4,7,0,10,8,1,1,10,1,0,8,5,7,7,7,2,5,9,4,10, ,40,0,10, ,0,1,7,5,6,2,9,8,9,9,8,6,7,7,6,6,10,7,7,7,1,1,8,8,5,5,6,6,5,6,6, , , , , , , , , , , , , , 
1006,17417,230,1,52,3,4342,2, ,1, , ,1,1, ,2, ,1,9,6,6,7,10,10,6,4,6,6,8,4,6,6,6,8,10,7,8,5,4,6,7,6,5,5,5,9,9,8,10,8,10,10,9,1,6,8,8,7,10,9,8,9,10,9,1,8,2,9, ,1,1,1, , ,1,3,0,0,8,5,10,0,4,10,5,5,9,6,6,5,10,4,10,8,1,0,10,0,5,8,5,1,4,6, , ,1,1, ,0,0,5,8,0,0,0,0,7,10,0,0,5,5,2,10,3,0,0,0,0,5,0,0,0,0,2,8,0,5,10,2, , ,3, ,1,3,2, , , , ,1,3
1006,17418,231,0,70,5,4309,.5,1, , , , ,3, ,1, , ,8,8,9,8,8,7,9,9,9,8,9,7,7,8,8,8,8,8,7,7,7,6,7,8,9,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,1,6,8,6,7,8,1,5,5,10,0,8,9,0,0,9,0,0,9,7,8,8,0,0,8,10,0,5, , ,7, , ,0,1,5,8,2,2,6,5,2,9,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6, , , , , , , , , , , , ,1,5
