unemployment_rate, registered_mental_health, perc_parents_schools, perc_membership_groups, new_dwellings, drug_and_alcohol, perc_children_vulnerable_one, perc_poor_health, perc_people_18_smokers, acsc_vaccine_preventablem, perc_persons_not_physical, lga_code, total_offences, gaming_machine_losses, perc_at_risk_alcohol, perc_households_income_650, perc_persons_not_fruitveg, perc_pop_higher_education, perc_persons_overweight_obese, median_house_price
6.563044179297,19.2687747035573,0.3882,0.546,8.56389986824769,7.2463768115942,24.1935483870968,18.7087,20.1848,0.93324549846289,25.3996,27170,74.0132301273606,294.33,11.3,0.306834624223338,50.6286,0.261575466025256,0.551717,275000.0
3.91043080510628,17.1932220222208,0.7228,0.7025,6.14486996462045,2.97933089193719,12.0772946859903,16.6414,19.7858,0.682763329402272,24.054,23350,26.8268946682391,0.0,19.7,0.326023675528818,46.6166,0.334781709083385,0.510488,241000.0
3.04474804984436,9.68217048024531,0.5749,0.5851,4.07246738404333,4.17709599272429,14.6341463414634,15.8184,18.0394,0.788738742364124,27.0449,20660,51.8735788618017,601.2545,10.6,0.263060293292341,41.6417,0.48555182699478,0.496025,580000.0
3.24891864425822,7.03805742535706,0.5281,0.733,4.90245240609532,2.69605385028347,10.7538218239325,12.7996,13.6133,0.607644522055136,27.6519,21110,33.4486794055703,153.4116,6.2,0.20007326007326,42.409,0.694993998446657,0.321365,1320000.0
7.98162219662325,10.4759591522077,0.5161,0.4703,4.87892452451607,5.50727086479465,26.9020387866733,25.527,22.0037,1.25669268055717,31.252,21180,80.828433991953,1004.3683,4.7,0.335125002391017,43.4408,0.345092991488915,0.521993,397500.0
8.00763458118249,18.2227047146402,0.5258,0.6289,6.04838709677419,9.15012406947891,35.7142857142857,24.9609,21.6336,0.697890818858561,21.7404,21670,72.3652683002481,781.2404,13.1204,0.544453507340946,49.7592,0.200493305144468,0.505622,157500.0
5.36303158857204,12.1936530654178,0.6162,0.5588,7.00727651464159,5.38476253905724,20.4368174726989,21.1908,23.5036,0.928163016600656,26.2544,21890,72.0952536152304,787.3556,11.2,0.353403475890271,49.389,0.552051763121182,0.456807,623000.0
5.50906408094435,14.8660250327595,0.5006,0.6719,9.82784329673309,11.3867425782839,28.0839895013123,20.7931,22.1216,0.813338755591704,29.4368,22110,67.6011025258687,696.414,14.9,0.45923949299533,47.3791,0.251427535575093,0.592076,253000.0
6.48372898087234,13.0459444129325,0.5258,0.5003,9.48935322162775,7.60374668485843,25.125268432355,23.1594,24.1165,0.728181386150757,28.8136,22170,88.3704680290046,696.7531,12.2,0.319600351235256,52.8811,0.25999112557314,0.496747,375000.0
5.14194452888572,18.6578624078624,0.5654,0.5653,9.45370085995086,5.52825552825553,23.2227488151659,18.7845,19.6143,0.518273955773956,31.0865,22620,51.4452059659091,563.9843,11.6,0.371525224297691,56.0574,0.32312493196415,0.568754,262000.0
3.49931526979621,7.74805390960846,0.5944,0.5993,6.94928546531893,3.66707331242012,14.5716573258607,17.1042,14.9054,0.515568723132334,27.7434,22310,36.5362568258394,718.1236,6.9,0.271417133706966,46.9655,0.605264713415956,0.436999,905000.0
8.42896420989966,10.6309271207725,0.3896,0.4872,5.99027122215967,7.19554266083517,33.61285814116,24.5944,22.8597,1.34961532354682,34.707,22670,91.1923367831522,1110.08,7.2,0.39051984784941,53.0741,0.337755174621239,0.451241,426000.0
7.9865179359602,17.3048077682166,0.4464,0.5564,6.20509986579301,7.68927133496487,23.8031914893617,16.6313,25.3871,0.663140443672535,24.3788,22830,85.5311865477224,640.2962,12.1,0.352779053743684,53.9428,0.297256207920075,0.533413,250000.0
6.57603025560772,13.1561373046614,0.5674,0.641,7.34606651529317,7.94710832108989,13.9705882352941,17.3544,17.8398,0.267129691465206,23.7701,22910,44.5873180178977,217.8556,11.0,0.448673587081892,46.0818,0.357914513856271,0.469412,270000.0
6.93673264668899,9.63767699411776,0.3763,0.5333,30.726881390789,4.64320157370683,23.6514522821577,20.0879,23.147,0.517330574236937,28.6707,27260,70.0254041245936,729.9757,12.0,0.22006155567991,57.0791,0.318634333120613,0.5252,350000.0
8.35830201423648,12.7328542524245,0.45,0.4991,10.0816298053443,5.16291076536664,29.5882053889171,22.2238,24.4931,0.837228772762157,32.234,23270,73.4283175190121,777.2567,5.9,0.279889707544185,47.3476,0.275167785234899,0.534582,368250.0
4.98234763561397,10.777599854633,0.5945,0.5717,6.92764584965873,4.83799529828626,21.6574585635359,21.2794,18.0184,0.749548567340125,30.8374,23110,60.089381395296,746.523,11.3,0.305934667350778,46.6013,0.428115789898664,0.564967,525000.0
5.24919483769318,8.17039575354431,0.488,0.6094,7.16253443526171,4.05832157495129,15.2073732718894,15.5927,15.3219,0.779412752805214,24.2594,23430,56.4033938050124,745.7971,9.4,0.29392886884813,42.1281,0.400741661855487,0.457917,615000.0
3.38155068524397,7.25938944714018,0.697,0.7037,18.7215833110457,3.3622435334123,13.9880952380952,16.254,14.0039,0.382073128796852,18.0813,26490,40.9458449547243,202.0632,16.284,0.284246112237999,37.15,0.405913645923543,0.437246,550750.0
3.95551623910022,8.02809834420472,0.3845,0.7372,9.7842448569995,3.88861013547416,3.77358490566038,14.6712,24.0247,0.376317109884596,20.9688,24250,49.3047415955846,234.4592,17.1,0.413010007698229,51.4355,0.287275907302143,0.464291,231000.0
2.44882542413782,8.95767381873608,0.519,0.647,9.82530191112674,3.98639934341658,14.5593869731801,15.9296,17.0782,0.422089342244108,22.9303,24130,38.0586844882167,298.2479,10.0,0.25981352346627,43.8107,0.35831694848604,0.534379,390000.0
4.77410101424034,19.7762684778266,0.6322,0.7195,6.79184978026368,3.89532560926888,22.6190476190476,14.6909,19.7568,0.399520575309628,21.6915,26430,41.2798641630044,175.3957,18.118,0.444291230005516,50.6691,0.270634920634921,0.575031,215000.0
6.87375346439765,11.7016022827041,0.5812,0.527,10.9745390693591,6.65331431079895,25.1874062968516,19.0315,20.0732,1.08373573309921,25.9018,24330,105.84056738367,984.9227,5.6,0.345318191557746,52.3258,0.552003816793893,0.442241,600000.0
5.2526836640684,6.5887939862485,0.4848,0.6724,11.1069849093549,2.13249608948606,19.2283758556316,17.5079,17.8765,0.804609342470995,28.4828,24970,46.2605673902524,850.1481,8.9,0.275238266498831,52.4279,0.550419559020116,0.439812,720000.0
4.93448945540086,17.6429075511644,0.5268,0.697,5.91715976331361,11.0200314858042,19.3370165745856,17.2499,15.28,0.597144563270181,19.5519,25430,48.6672493349981,227.2595,6.1,0.455049261083744,40.871,0.373911397198031,0.496821,295000.0
1.70333441710921,5.85815779633554,0.8049,0.6519,4.14433503676929,2.04100710457435,11.4973262032086,16.4399,15.3181,0.342764551913249,26.4412,25710,31.1977751464539,204.3369,14.9,0.147160304507366,46.8325,0.438323090430202,0.414456,580000.0
2.65371699661433,12.3269252481294,0.6595,0.6295,20.2506440587505,6.93838590152829,11.9429590017825,13.8847,13.2835,1.00586067803221,21.5267,25900,89.5600273019327,328.0565,14.9,0.23644627204848,48.03,0.667994296110537,0.377564,1100000.0
2.25121352441764,7.39404689539716,0.4971,0.6721,21.3849388645853,3.45786290121673,16.2861491628615,13.0201,12.9388,0.607866388974699,25.6201,26350,75.0223057069685,265.6243,10.1179,0.219565639475217,43.5513,0.690737759257505,0.39511,1325000.0
4.86258801181062,16.193603526607,0.5322,0.6514,3.86847195357834,11.8753092528451,23.3716475095785,20.2561,19.5695,0.854662408348702,28.894,26610,73.9893617021277,403.877,13.1094,0.396412680756396,51.4684,0.259382633799689,0.587611,210000.0
3.27719685556169,12.0374657217137,0.6649,0.689,10.6485273692083,6.01873286085687,19.5718654434251,17.03,19.4697,0.462979450835144,18.4574,26170,35.0360696606004,302.785,8.1,0.40486867392697,46.1457,0.26571702506506,0.465445,245000.0
2.60473588342441,11.7682558841279,0.4523,0.7314,10.5612552806276,null,10.7142857142857,8.9681,18.6338,1.2070006035003,18.1079,26080,32.2124321062161,723.686,11.9264,0.381756756756757,39.5751,0.473861720067454,0.358023,715000.0
5.33111665281241,29.4793939036613,0.5957,0.667,7.25193090030069,9.28600907965332,19.9507389162562,16.003,21.3689,0.913861211013502,29.9206,26730,64.6553740935087,769.9971,14.1088,0.354812023163894,53.0515,0.320175438596491,0.532512,316990.0
5.44168329403229,10.3988705008607,0.3562,0.4955,24.5240566554705,3.78433786981104,22.5220264317181,20.4815,23.0667,1.05729371490462,29.8709,27070,60.2678060510724,821.5336,6.2,0.275090516006356,49.7332,0.299124193335967,0.550786,405000.0
5.9575852198803,11.7230587692071,0.5867,0.6677,3.8734833132391,6.82348716107021,21.7105263157895,18.6752,23.4434,0.615652976938666,30.1095,21370,67.1908165097607,257.7735,12.6078,0.39401650088673,57.2141,0.2421926910299,0.579708,220000.0
4.16996737621274,13.3140558209706,0.567,0.5987,19.6630626100075,8.82574805129495,22.2011385199241,17.5358,19.8948,0.829771184309781,24.8838,27350,125.724067136032,464.9326,16.0,0.255477069812471,44.7144,0.727225625552406,0.424995,835000.0
2.58514454718893,6.84600598254577,0.5727,0.6666,6.51706875815919,2.90903857816885,10.5403011514615,12.3365,13.1584,0.55508156615236,20.1377,20910,35.8039482746215,250.5094,13.5,0.220770091068861,42.5605,0.597869101978691,0.408612,1230000.0
4.93305041340455,6.45134891841021,0.4901,0.6058,25.9963446902534,3.47799994544314,17.3913043478261,14.5189,19.0437,0.463733326059085,30.4009,21450,52.0889317766442,363.4812,10.3996,0.256827930716186,50.4996,0.256553846153846,0.531636,342000.0
7.52860922184944,8.70741950536631,0.5026,0.5162,18.2547830144657,4.81567895473635,20.4661325564457,23.3833,24.2154,0.485300979934671,29.2079,24650,67.0040979934671,608.3373,5.7,0.22089649818167,54.8568,0.293002984508977,0.581687,339000.0
5.54010587683442,17.0364226968001,0.3902,0.7165,5.21805238786371,6.56576128274241,17.910447761194,20.2209,11.6241,1.00214251157647,21.581,26700,64.4044301610339,377.3194,10.4801,0.38071995118975,41.861,0.290590405904059,0.575253,240500.0
4.9038349003238,16.4775376962537,0.5151,0.66,6.76200839421732,3.88621172081455,14.5161290322581,18.9998,19.6913,0.854966578579201,26.0961,20110,30.1607259443494,308.9195,11.6,0.424966200991438,48.4892,0.292140921409214,0.559862,241000.0
6.58584876167981,22.5285104596656,0.4339,0.644,5.66710977401525,7.97593227453998,22.1428571428571,21.897,17.4198,1.04946477296579,28.1876,21010,62.2546001539215,468.1479,9.3,0.407638347622759,44.9586,0.273594909862142,0.539362,221500.0
4.36728577625301,13.6665902315983,0.6072,0.6454,6.92501719789039,5.70969961018115,19.2560175054705,18.1502,20.576,1.16945654666361,23.9987,26810,62.5470992891539,705.2814,9.5441,0.395719332271248,47.697,0.248956110234759,0.551327,219000.0
3.16086533310193,10.354242757349,0.4797,0.6128,10.9038686571398,5.77107194780327,10.5310531053105,18.9668,15.5284,0.638275238466721,27.2614,25060,66.3020362753094,874.1033,7.7,0.303994063915257,40.994,0.520117974943854,0.449779,712500.0
6.85937247477663,13.7896616936331,0.4283,0.627,5.05620928766548,9.83662534145829,26.1072261072261,21.8836,29.5505,0.433389367514184,26.9079,23810,100.764220424459,846.3021,9.7,0.402415439870545,52.1645,0.235122154938401,0.536523,197250.0
4.56059754236608,9.58479212982068,0.4302,0.6672,10.0640317363117,4.57940068424766,23.2826747720365,16.9929,23.7116,0.632330036342337,28.2197,25340,52.9167667301215,714.3408,16.8,0.348087737865488,48.6402,0.311627583971851,0.467064,475000.0
5.08369289659688,12.0746432491767,0.5546,0.6901,19.2742299993543,9.81468328275328,22.4422442244224,15.9688,19.4213,0.645702847549558,20.2997,20740,62.1329082456254,747.9083,17.2,0.479230692971151,47.9119,0.267306196525797,0.51105,330000.0
4.26984661249219,11.2563797804656,0.4067,0.5683,12.7945186324547,3.74047402642802,15.6521739130435,18.6127,18.448,0.279661609452562,28.6685,25150,42.7577186604209,389.3226,7.0,0.29933558689824,50.6445,0.291903114186851,0.531475,305000.0
6.02184570777216,12.6233709580675,0.439,0.6516,8.633695039715,5.04843957322282,19.1498685363716,16.2877,18.0267,0.663431303051784,23.8563,22750,62.5807723067416,682.0574,11.9,0.358601189238638,41.3643,0.329529220239875,0.541472,345000.0
5.72473562852827,21.1209047064693,0.511,0.6248,3.49243306169965,9.23000166306336,20.3389830508475,21.1998,20.8768,0.665225345085648,28.1661,20260,72.8334774654914,552.9145,10.0,0.425102188025968,57.6075,0.24956124956125,0.591836,170000.0
5.69842197545295,16.8886001948685,0.5415,0.6407,2.59824618382592,11.6921078272166,29.3650793650794,21.1583,17.5315,0.893147125690159,28.8488,25810,77.5790191620656,585.6495,11.8,0.436529072347981,54.1007,0.242642026009582,0.530035,156000.0
7.10646538881716,15.0368898092552,0.4699,0.6387,10.6767120721771,5.7858205771252,20.6153846153846,19.5012,23.6388,0.832492169370532,24.4215,20570,87.2594961341145,756.3957,11.5,0.370102959269572,54.9718,0.368235846105724,0.49976,262877.0
4.22788986169268,8.85906040268456,0.4609,0.6128,11.6510067114094,2.68456375838926,14.3396226415094,14.7952,16.7027,0.590604026845638,21.6201,22490,26.918877852349,0.0,10.4,0.278566094100075,50.9654,0.269857859531773,0.491951,301000.0
6.29961033338144,11.6984402079723,0.5884,0.6157,6.210283073368,4.04390525707683,16.9491525423729,25.2033,31.4449,0.433275563258232,27.9233,25990,36.2459272097054,0.0,14.3,0.496514965149651,51.4211,0.250779787897692,0.566952,160000.0
5.98442614375178,13.1263554388768,0.391,0.5561,18.7478598333524,6.27782216641936,19.7872340425532,19.1218,20.5606,0.59924666134003,35.2619,24850,74.1367052847849,574.1263,11.0,0.299319046665331,48.4093,0.240642387455741,0.562992,289750.0
4.83762972882491,13.476490188819,0.6032,0.6383,17.5490559052203,3.70233246945576,20.1612903225806,17.8477,20.1662,1.18474639022584,18.435,25620,48.9996149574232,114.647,13.9,0.373752079866889,49.5631,0.291619606957307,0.568905,237750.0
3.68150575098971,8.5988904246578,0.3205,0.5359,3.2930565552208,5.58609400179621,16.655737704918,21.2579,26.7019,0.509563877016758,25.53,23670,46.2534717223896,695.3828,13.4,0.230328221298552,51.0243,0.345468694134225,0.493879,490250.0
3.78641451713829,9.24779291335437,0.5377,0.6241,4.44746268259231,5.3995392748239,18.0790960451977,18.8615,20.9685,0.579235409259777,26.2953,27450,39.5506671194024,279.2982,12.8,0.258881184728642,43.577,0.300569769232461,0.509186,415137.0
5.83192855349521,12.6595201633486,0.6411,0.7063,7.55487493619193,5.71720265441552,22.3333333333333,17.0296,27.053,0.408371618172537,25.0995,24900,42.4117338778288,81.3886,17.2,0.417602803256725,55.0403,0.218084267003314,0.592417,235000.0
